Time Period,Reporter,Partner,Sector Group,Export Value,Import Value,Total Trade Volume
2026b,"Hong Kong, China",India,Sector_8,410.03,644.94,1054.97
2026a,"Hong Kong, China",United Arab Emirates,Sector_1,752.03,571.13,1323.1599999999999
2026b,"Hong Kong, China",United Arab Emirates,Sector_1,875.62,440.27,1315.8899999999999
2026a,"Hong Kong, China",United Arab Emirates,Sector_2,331.65,775.12,1106.77
2026b,"Hong Kong, China",United Arab Emirates,Sector_2,391.35,746.0,1137.35
2026a,"Hong Kong, China",United Arab Emirates,Sector_3,979.14,947.39,1926.53
2026b,"Hong Kong, China",United Arab Emirates,Sector_3,789.43,800.5,1589.9299999999998
2026a,"Hong Kong, China",United Arab Emirates,Sector_4,279.39,530.46,809.85
2026b,"Hong Kong, China",United Arab Emirates,Sector_4,293.35,461.73,755.08
2026a,"Hong Kong, China",United Arab Emirates,Sector_5,216.53,471.98,688.51
2026b,"Hong Kong, China",United Arab Emirates,Sector_5,207.53,478.13,685.66
2026a,"Hong Kong, China",United Arab Emirates,Sector_6,751.71,614.13,1365.8400000000001
2026b,"Hong Kong, China",United Arab Emirates,Sector_6,850.72,781.74,1632.46
2026a,"Hong Kong, China",United Arab Emirates,Sector_7,377.86,700.15,1078.01
2026b,"Hong Kong, China",United Arab Emirates,Sector_7,377.8,692.87,1070.67
2026a,"Hong Kong, China",United Arab Emirates,Sector_8,620.98,483.75,1104.73
2026b,"Hong Kong, China",United Arab Emirates,Sector_8,538.34,626.94,1165.2800000000002
2026a,"Hong Kong, China",Philippines,Sector_1,877.84,393.77,1271.6100000000001
2026b,"Hong Kong, China",Philippines,Sector_1,1096.05,486.09,1582.1399999999999
2026a,"Hong Kong, China",Philippines,Sector_2,745.97,309.74,1055.71
2026b,"Hong Kong, China",Philippines,Sector_2,542.91,279.11,822.02
2026a,"Hong Kong, China",Philippines,Sector_3,961.0,768.14,1729.1399999999999
2026b,"Hong Kong, China",Philippines,Sector_3,984.63,595.76,1580.3899999999999
2026a,"Hong Kong, China",Philippines,Sector_4,506.86,862.84,1369.7
2026b,"Hong Kong, China",Philippines,Sector_4,623.28,787.07,1410.35
2026a,"Hong Kong, China",Philippines,Sector_5,499.33,897.07,1396.4
2026b,"Hong Kong, China",Philippines,Sector_5,471.87,972.0,1443.87
2026a,"Hong Kong, China",Philippines,Sector_6,300.63,229.58,530.21
2026b,"Hong Kong, China",Philippines,Sector_6,339.73,196.47,536.2
2026a,"Hong Kong, China",Philippines,Sector_7,703.21,629.34,1332.5500000000002
2026b,"Hong Kong, China",Philippines,Sector_7,758.48,536.03,1294.51
2026a,"Hong Kong, China",Philippines,Sector_8,859.43,369.2,1228.6299999999999
2026b,"Hong Kong, China",Philippines,Sector_8,802.93,455.17,1258.1
2026a,"Hong Kong, China",Germany,Sector_1,758.11,835.01,1593.12
2026b,"Hong Kong, China",Germany,Sector_1,862.03,966.37,1828.4
2026a,"Hong Kong, China",Germany,Sector_2,216.16,631.83,847.99
2026b,"Hong Kong, China",Germany,Sector_2,227.25,498.13,725.38
2026a,"Hong Kong, China",Germany,Sector_3,452.77,433.86,886.63
2026b,"Hong Kong, China",Germany,Sector_3,358.5,415.05,773.55
2026a,"Hong Kong, China",Germany,Sector_4,954.66,770.21,1724.87
2026b,"Hong Kong, China",Germany,Sector_4,957.28,942.53,1899.81
2026a,"Hong Kong, China",Germany,Sector_5,893.92,957.33,1851.25
2026b,"Hong Kong, China",Germany,Sector_5,1015.35,780.77,1796.12
2026a,"Hong Kong, China",Germany,Sector_6,216.12,868.63,1084.75
2026b,"Hong Kong, China",Germany,Sector_6,195.48,719.52,915.0
2026a,"Hong Kong, China",Germany,Sector_7,231.35,529.36,760.71
2026b,"Hong Kong, China",Germany,Sector_7,294.13,552.98,847.11
2026a,"Hong Kong, China",Germany,Sector_8,944.8,659.3,1604.1
2026b,"Hong Kong, China",Germany,Sector_8,976.1,583.54,1559.6399999999999
2026a,"Hong Kong, China",France,Sector_1,948.81,690.16,1638.9699999999998
2026b,"Hong Kong, China",France,Sector_1,1122.1,666.1,1788.1999999999998
2026a,"Hong Kong, China",France,Sector_2,417.24,279.62,696.86
2026b,"Hong Kong, China",France,Sector_2,524.5,299.91,824.4100000000001
2026a,"Hong Kong, China",France,Sector_3,327.59,434.63,762.22
2026b,"Hong Kong, China",France,Sector_3,388.95,315.65,704.5999999999999
2026a,"Hong Kong, China",France,Sector_4,742.0,809.2,1551.2
2026b,"Hong Kong, China",France,Sector_4,645.5,977.85,1623.35
2026a,"Hong Kong, China",France,Sector_5,359.69,611.62,971.31
2026b,"Hong Kong, China",France,Sector_5,424.48,665.87,1090.35
2026a,"Hong Kong, China",France,Sector_6,857.03,464.53,1321.56
2026b,"Hong Kong, China",France,Sector_6,723.81,409.54,1133.35
2026a,"Hong Kong, China",France,Sector_7,288.6,727.26,1015.86
2026b,"Hong Kong, China",France,Sector_7,301.55,542.73,844.28
2026a,"Hong Kong, China",France,Sector_8,234.91,977.67,1212.58
2026b,"Hong Kong, China",France,Sector_8,256.73,922.24,1178.97
2026a,"Hong Kong, China",Switzerland,Sector_1,282.63,436.68,719.31
2026b,"Hong Kong, China",Switzerland,Sector_1,325.28,523.23,848.51
2026a,"Hong Kong, China",Switzerland,Sector_2,239.35,977.9,1217.25
2026b,"Hong Kong, China",Switzerland,Sector_2,233.98,1158.8,1392.78
2026a,"Hong Kong, China",Switzerland,Sector_3,298.26,862.95,1161.21
2026b,"Hong Kong, China",Switzerland,Sector_3,382.35,872.19,1254.54
2026a,"Hong Kong, China",Switzerland,Sector_4,760.08,902.64,1662.72
2026b,"Hong Kong, China",Switzerland,Sector_4,813.3,1038.89,1852.19
2026a,"Hong Kong, China",Switzerland,Sector_5,549.99,478.12,1028.1100000000001
2026b,"Hong Kong, China",Switzerland,Sector_5,586.13,467.32,1053.45
2026a,"Hong Kong, China",Switzerland,Sector_6,942.87,861.06,1803.9299999999998
2026b,"Hong Kong, China",Switzerland,Sector_6,812.57,753.19,1565.7600000000002
2026a,"Hong Kong, China",Switzerland,Sector_7,596.79,956.72,1553.51
2026b,"Hong Kong, China",Switzerland,Sector_7,665.41,735.43,1400.84
2026a,"Hong Kong, China",Switzerland,Sector_8,971.52,992.05,1963.57
2026b,"Hong Kong, China",Switzerland,Sector_8,741.36,992.4,1733.76
2026a,"Hong Kong, China",Netherlands,Sector_1,318.78,475.06,793.8399999999999
2026b,"Hong Kong, China",Netherlands,Sector_1,349.36,566.42,915.78
2026a,"Hong Kong, China",Netherlands,Sector_2,465.14,255.77,720.91
2026b,"Hong Kong, China",Netherlands,Sector_2,335.92,236.66,572.58
2026a,"Hong Kong, China",Netherlands,Sector_3,743.28,623.67,1366.9499999999998
2026b,"Hong Kong, China",Netherlands,Sector_3,783.18,472.83,1256.01
2026a,"Hong Kong, China",Netherlands,Sector_4,471.06,958.53,1429.59
2026b,"Hong Kong, China",Netherlands,Sector_4,532.46,1201.34,1733.8
2026a,"Hong Kong, China",Netherlands,Sector_5,899.94,398.3,1298.24
2026b,"Hong Kong, China",Netherlands,Sector_5,723.05,490.63,1213.6799999999998
2026a,"Hong Kong, China",Netherlands,Sector_6,714.88,383.86,1098.74
2026b,"Hong Kong, China",Netherlands,Sector_6,539.83,281.33,821.1600000000001
2026a,"Hong Kong, China",Netherlands,Sector_7,668.37,227.81,896.1800000000001
2026b,"Hong Kong, China",Netherlands,Sector_7,652.95,236.78,889.73
2026a,"Hong Kong, China",Netherlands,Sector_8,742.21,989.26,1731.47
2026b,"Hong Kong, China",Netherlands,Sector_8,704.02,1171.09,1875.11
2026a,Indonesia,"Korea, Rep.",Sector_1,660.07,363.28,1023.35
2026b,Indonesia,"Korea, Rep.",Sector_1,494.45,275.77,770.22
2026a,Indonesia,"Korea, Rep.",Sector_2,959.01,725.96,1684.97
2026b,Indonesia,"Korea, Rep.",Sector_2,874.52,684.49,1559.01
2026a,Indonesia,"Korea, Rep.",Sector_3,529.5,401.63,931.13
2026b,Indonesia,"Korea, Rep.",Sector_3,421.2,348.43,769.63
2026a,Indonesia,"Korea, Rep.",Sector_4,297.46,258.35,555.81
2026b,Indonesia,"Korea, Rep.",Sector_4,232.42,278.31,510.73
2026a,Indonesia,"Korea, Rep.",Sector_5,555.1,305.31,860.4100000000001
2026b,Indonesia,"Korea, Rep.",Sector_5,459.8,340.93,800.73
2026a,Indonesia,"Korea, Rep.",Sector_6,405.73,480.25,885.98
2026b,Indonesia,"Korea, Rep.",Sector_6,376.92,574.18,951.0999999999999
2026a,Indonesia,"Korea, Rep.",Sector_7,601.02,781.05,1382.07
2026b,Indonesia,"Korea, Rep.",Sector_7,563.66,710.82,1274.48
2026a,Indonesia,"Korea, Rep.",Sector_8,566.24,369.11,935.35
2026b,Indonesia,"Korea, Rep.",Sector_8,412.11,361.6,773.71
2026a,Indonesia,Japan,Sector_1,929.8,845.33,1775.13
2026b,Indonesia,Japan,Sector_1,697.38,874.73,1572.1100000000001
2026a,Indonesia,Japan,Sector_2,395.47,731.37,1126.8400000000001
2026b,Indonesia,Japan,Sector_2,450.36,700.45,1150.81
2026a,Indonesia,Japan,Sector_3,631.27,382.83,1014.0999999999999
2026b,Indonesia,Japan,Sector_3,468.3,288.79,757.09
2026a,Indonesia,Japan,Sector_4,273.86,477.03,750.89
2026b,Indonesia,Japan,Sector_4,280.89,462.39,743.28
2026a,Indonesia,Japan,Sector_5,925.68,760.21,1685.8899999999999
2026b,Indonesia,Japan,Sector_5,712.2,682.19,1394.39
2026a,Indonesia,Japan,Sector_6,231.21,272.18,503.39
2026b,Indonesia,Japan,Sector_6,274.6,310.76,585.36
2026a,Indonesia,Japan,Sector_7,988.87,781.08,1769.95
2026b,Indonesia,Japan,Sector_7,1168.62,876.85,2045.4699999999998
2026a,Indonesia,Japan,Sector_8,543.67,350.25,893.92
2026b,Indonesia,Japan,Sector_8,485.37,327.35,812.72
2026a,Indonesia,Thailand,Sector_1,628.23,225.1,853.33
2026b,Indonesia,Thailand,Sector_1,604.64,220.64,825.28
2026a,Indonesia,Thailand,Sector_2,631.11,887.02,1518.13
2026b,Indonesia,Thailand,Sector_2,768.71,850.81,1619.52
2026a,Indonesia,Thailand,Sector_3,252.78,251.47,504.25
2026b,Indonesia,Thailand,Sector_3,274.58,232.36,506.94
2026a,Indonesia,Thailand,Sector_4,517.02,861.6,1378.62
2026b,Indonesia,Thailand,Sector_4,519.07,671.88,1190.95
2026a,Indonesia,Thailand,Sector_5,553.93,704.89,1258.82
2026b,Indonesia,Thailand,Sector_5,714.62,913.39,1628.01
2026a,Indonesia,Thailand,Sector_6,770.83,997.83,1768.66
2026b,Indonesia,Thailand,Sector_6,807.25,1007.77,1815.02
2026a,Indonesia,Thailand,Sector_7,831.49,953.31,1784.8
2026b,Indonesia,Thailand,Sector_7,1013.74,1068.13,2081.87
2026a,Indonesia,Thailand,Sector_8,623.21,504.08,1127.29
2026b,Indonesia,Thailand,Sector_8,543.99,605.3,1149.29
2026a,Indonesia,Australia,Sector_1,442.45,549.17,991.6199999999999
2026b,Indonesia,Australia,Sector_1,409.59,408.5,818.0899999999999
2026a,Indonesia,Australia,Sector_2,521.2,635.57,1156.77
2026b,Indonesia,Australia,Sector_2,613.35,711.56,1324.9099999999999
2026a,Indonesia,Australia,Sector_3,897.55,302.3,1199.85
2026b,Indonesia,Australia,Sector_3,973.07,377.48,1350.5500000000002
2026a,Indonesia,Australia,Sector_4,440.97,422.66,863.6300000000001
2026b,Indonesia,Australia,Sector_4,436.16,470.09,906.25
2026a,Indonesia,Australia,Sector_5,706.89,246.16,953.05
2026b,Indonesia,Australia,Sector_5,763.7,245.76,1009.46
2026a,Indonesia,Australia,Sector_6,380.73,900.42,1281.15
2026b,Indonesia,Australia,Sector_6,471.99,769.31,1241.3
2026a,Indonesia,Australia,Sector_7,676.71,679.42,1356.13
2026b,Indonesia,Australia,Sector_7,564.38,644.56,1208.94
2026a,Indonesia,Australia,Sector_8,581.73,661.15,1242.88
2026b,Indonesia,Australia,Sector_8,696.18,490.02,1186.1999999999998
2026a,Indonesia,Vietnam,Sector_1,650.05,374.02,1024.07
2026b,Indonesia,Vietnam,Sector_1,640.03,290.92,930.95
2026a,Indonesia,Vietnam,Sector_2,502.2,331.7,833.9
2026b,Indonesia,Vietnam,Sector_2,639.35,317.51,956.86
2026a,Indonesia,Vietnam,Sector_3,657.24,613.51,1270.75
2026b,Indonesia,Vietnam,Sector_3,829.56,606.03,1435.59
2026a,Indonesia,Vietnam,Sector_4,866.05,352.09,1218.1399999999999
2026b,Indonesia,Vietnam,Sector_4,960.32,265.62,1225.94
2026a,Indonesia,Vietnam,Sector_5,561.26,372.52,933.78
2026b,Indonesia,Vietnam,Sector_5,679.12,435.33,1114.45
2026a,Indonesia,Vietnam,Sector_6,358.99,635.18,994.17
2026b,Indonesia,Vietnam,Sector_6,282.8,577.9,860.7
2026a,Indonesia,Vietnam,Sector_7,648.62,963.02,1611.6399999999999
2026b,Indonesia,Vietnam,Sector_7,550.98,1002.6,1553.58
2026a,Indonesia,Vietnam,Sector_8,776.18,772.53,1548.71
2026b,Indonesia,Vietnam,Sector_8,727.36,984.44,1711.8000000000002
2026a,Indonesia,India,Sector_1,861.59,387.67,1249.26
2026b,Indonesia,India,Sector_1,897.64,376.81,1274.45
2026a,Indonesia,India,Sector_2,823.18,330.38,1153.56
2026b,Indonesia,India,Sector_2,851.51,310.72,1162.23
2026a,Indonesia,India,Sector_3,774.43,506.98,1281.4099999999999
2026b,Indonesia,India,Sector_3,932.9,543.71,1476.6100000000001
2026a,Indonesia,India,Sector_4,783.18,442.18,1225.36
2026b,Indonesia,India,Sector_4,961.38,340.26,1301.6399999999999
2026a,Indonesia,India,Sector_5,428.54,501.91,930.45
2026b,Indonesia,India,Sector_5,552.34,436.83,989.1700000000001
2026a,Indonesia,India,Sector_6,316.01,364.69,680.7
2026b,Indonesia,India,Sector_6,402.65,446.16,848.81
2026a,Indonesia,India,Sector_7,877.03,382.77,1259.8
2026b,Indonesia,India,Sector_7,939.97,296.99,1236.96
2026a,Indonesia,India,Sector_8,914.66,374.95,1289.61
2026b,Indonesia,India,Sector_8,933.33,415.94,1349.27
2026a,Indonesia,United Arab Emirates,Sector_1,518.82,429.78,948.6
2026b,Indonesia,United Arab Emirates,Sector_1,474.18,418.93,893.11
2026a,Indonesia,United Arab Emirates,Sector_2,840.34,716.58,1556.92
2026b,Indonesia,United Arab Emirates,Sector_2,1034.9,626.41,1661.31
2026a,Indonesia,United Arab Emirates,Sector_3,851.15,897.88,1749.03
2026b,Indonesia,United Arab Emirates,Sector_3,852.17,1039.51,1891.6799999999998
2026a,Indonesia,United Arab Emirates,Sector_4,785.33,211.2,996.53
2026b,Indonesia,United Arab Emirates,Sector_4,736.14,159.36,895.5
2026a,Indonesia,United Arab Emirates,Sector_5,843.49,653.13,1496.62
2026b,Indonesia,United Arab Emirates,Sector_5,1054.13,623.12,1677.25
2026a,Indonesia,United Arab Emirates,Sector_6,897.3,688.9,1586.1999999999998
2026b,Indonesia,United Arab Emirates,Sector_6,713.83,538.01,1251.8400000000001
2026a,Indonesia,United Arab Emirates,Sector_7,931.13,709.06,1640.19
2026b,Indonesia,United Arab Emirates,Sector_7,909.28,593.02,1502.3
2026a,Indonesia,United Arab Emirates,Sector_8,501.15,254.59,755.74
2026b,Indonesia,United Arab Emirates,Sector_8,392.99,263.98,656.97
2026a,Indonesia,Philippines,Sector_1,484.78,400.58,885.3599999999999
2026b,Indonesia,Philippines,Sector_1,565.9,394.11,960.01
2026a,Indonesia,Philippines,Sector_2,326.81,824.02,1150.83
2026b,Indonesia,Philippines,Sector_2,330.51,708.19,1038.7
2026a,Indonesia,Philippines,Sector_3,338.03,819.8,1157.83
2026b,Indonesia,Philippines,Sector_3,413.89,704.03,1117.92
2026a,Indonesia,Philippines,Sector_4,929.91,959.89,1889.8
2026b,Indonesia,Philippines,Sector_4,833.97,1054.19,1888.16
2026a,Indonesia,Philippines,Sector_5,493.42,703.51,1196.93
2026b,Indonesia,Philippines,Sector_5,477.46,583.99,1061.45
2026a,Indonesia,Philippines,Sector_6,863.7,842.62,1706.3200000000002
2026b,Indonesia,Philippines,Sector_6,1018.44,936.6,1955.04
2026a,Indonesia,Philippines,Sector_7,872.13,667.5,1539.63
2026b,Indonesia,Philippines,Sector_7,1061.53,565.99,1627.52
2026a,Indonesia,Philippines,Sector_8,851.56,361.91,1213.47
2026b,Indonesia,Philippines,Sector_8,800.38,392.09,1192.47
2026a,Indonesia,Germany,Sector_1,553.96,958.48,1512.44
2026b,Indonesia,Germany,Sector_1,499.17,1191.71,1690.88
2026a,Indonesia,Germany,Sector_2,583.89,330.44,914.3299999999999
2026b,Indonesia,Germany,Sector_2,669.11,243.68,912.79
2026a,Indonesia,Germany,Sector_3,832.2,333.72,1165.92
2026b,Indonesia,Germany,Sector_3,1074.51,401.26,1475.77
2026a,Indonesia,Germany,Sector_4,617.76,783.25,1401.01
2026b,Indonesia,Germany,Sector_4,686.91,951.62,1638.53
2026a,Indonesia,Germany,Sector_5,693.45,498.59,1192.04
2026b,Indonesia,Germany,Sector_5,508.12,603.31,1111.4299999999998
2026a,Indonesia,Germany,Sector_6,262.77,665.71,928.48
2026b,Indonesia,Germany,Sector_6,273.16,793.46,1066.6200000000001
2026a,Indonesia,Germany,Sector_7,859.61,725.55,1585.1599999999999
2026b,Indonesia,Germany,Sector_7,953.49,902.17,1855.6599999999999
2026a,Indonesia,Germany,Sector_8,975.8,969.81,1945.61
2026b,Indonesia,Germany,Sector_8,1216.13,1096.74,2312.87
2026a,Indonesia,France,Sector_1,248.24,365.2,613.44
2026b,Indonesia,France,Sector_1,177.36,281.47,458.83000000000004
2026a,Indonesia,France,Sector_2,648.05,924.6,1572.65
2026b,Indonesia,France,Sector_2,509.36,1134.45,1643.81
2026a,Indonesia,France,Sector_3,485.55,516.07,1001.6200000000001
2026b,Indonesia,France,Sector_3,379.13,393.17,772.3
2026a,Indonesia,France,Sector_4,627.51,263.06,890.5699999999999
2026b,Indonesia,France,Sector_4,474.78,263.98,738.76
2026a,Indonesia,France,Sector_5,979.17,366.4,1345.57
2026b,Indonesia,France,Sector_5,793.64,371.84,1165.48
2026a,Indonesia,France,Sector_6,769.13,936.12,1705.25
2026b,Indonesia,France,Sector_6,724.92,931.22,1656.1399999999999
2026a,Indonesia,France,Sector_7,883.78,921.67,1805.4499999999998
2026b,Indonesia,France,Sector_7,727.76,848.83,1576.5900000000001
2026a,Indonesia,France,Sector_8,429.25,247.82,677.0699999999999
2026b,Indonesia,France,Sector_8,460.3,191.2,651.5
2026a,Indonesia,Switzerland,Sector_1,804.95,470.56,1275.51
2026b,Indonesia,Switzerland,Sector_1,892.77,577.91,1470.6799999999998
2026a,Indonesia,Switzerland,Sector_2,644.3,389.57,1033.87
2026b,Indonesia,Switzerland,Sector_2,651.39,506.03,1157.42
2026a,Indonesia,Switzerland,Sector_3,421.17,355.39,776.56
2026b,Indonesia,Switzerland,Sector_3,308.77,275.34,584.1099999999999
2026a,Indonesia,Switzerland,Sector_4,349.97,399.35,749.32
2026b,Indonesia,Switzerland,Sector_4,303.2,471.76,774.96
2026a,Indonesia,Switzerland,Sector_5,894.79,933.11,1827.9
2026b,Indonesia,Switzerland,Sector_5,680.56,1082.33,1762.8899999999999
2026a,Indonesia,Switzerland,Sector_6,420.33,818.15,1238.48
2026b,Indonesia,Switzerland,Sector_6,308.79,910.23,1219.02
2026a,Indonesia,Switzerland,Sector_7,442.55,604.75,1047.3
2026b,Indonesia,Switzerland,Sector_7,499.93,745.29,1245.22
2026a,Indonesia,Switzerland,Sector_8,484.74,591.51,1076.25
2026b,Indonesia,Switzerland,Sector_8,346.76,495.55,842.31
2026a,Indonesia,Netherlands,Sector_1,456.9,650.25,1107.15
2026b,Indonesia,Netherlands,Sector_1,585.71,656.79,1242.5
2026a,Indonesia,Netherlands,Sector_2,933.8,648.56,1582.36
2026b,Indonesia,Netherlands,Sector_2,674.95,793.41,1468.3600000000001
2026a,Indonesia,Netherlands,Sector_3,815.86,301.15,1117.01
2026b,Indonesia,Netherlands,Sector_3,681.46,227.55,909.01
2026a,Indonesia,Netherlands,Sector_4,375.26,993.23,1368.49
2026b,Indonesia,Netherlands,Sector_4,354.33,1057.26,1411.59
2026a,Indonesia,Netherlands,Sector_5,565.82,637.62,1203.44
2026b,Indonesia,Netherlands,Sector_5,634.59,539.22,1173.81
2026a,Indonesia,Netherlands,Sector_6,947.79,372.07,1319.86
2026b,Indonesia,Netherlands,Sector_6,1112.75,378.78,1491.53
2026a,Indonesia,Netherlands,Sector_7,436.01,681.81,1117.82
2026b,Indonesia,Netherlands,Sector_7,368.94,662.52,1031.46
2026a,Indonesia,Netherlands,Sector_8,919.07,527.09,1446.16
2026b,Indonesia,Netherlands,Sector_8,782.5,659.81,1442.31
2026a,"Korea, Rep.",Japan,Sector_1,255.89,992.78,1248.67
2026b,"Korea, Rep.",Japan,Sector_1,325.78,1076.82,1402.6
2026a,"Korea, Rep.",Japan,Sector_2,710.91,876.91,1587.82
2026b,"Korea, Rep.",Japan,Sector_2,516.62,726.46,1243.08
2026a,"Korea, Rep.",Japan,Sector_3,477.35,272.05,749.4000000000001
2026b,"Korea, Rep.",Japan,Sector_3,615.98,234.17,850.15
2026a,"Korea, Rep.",Japan,Sector_4,706.74,477.48,1184.22
2026b,"Korea, Rep.",Japan,Sector_4,577.23,369.97,947.2
2026a,"Korea, Rep.",Japan,Sector_5,663.68,888.32,1552.0
2026b,"Korea, Rep.",Japan,Sector_5,849.29,966.78,1816.07
2026a,"Korea, Rep.",Japan,Sector_6,836.22,972.09,1808.31
2026b,"Korea, Rep.",Japan,Sector_6,643.6,747.49,1391.0900000000001
2026a,"Korea, Rep.",Japan,Sector_7,274.31,611.07,885.3800000000001
2026b,"Korea, Rep.",Japan,Sector_7,314.25,661.39,975.64
2026a,"Korea, Rep.",Japan,Sector_8,611.23,253.06,864.29
2026b,"Korea, Rep.",Japan,Sector_8,632.1,262.13,894.23
2026a,"Korea, Rep.",Thailand,Sector_1,532.57,395.76,928.33
2026b,"Korea, Rep.",Thailand,Sector_1,627.8,494.9,1122.6999999999998
2026a,"Korea, Rep.",Thailand,Sector_2,567.92,501.48,1069.4
2026b,"Korea, Rep.",Thailand,Sector_2,493.11,545.46,1038.5700000000002
2026a,"Korea, Rep.",Thailand,Sector_3,625.92,703.57,1329.49
2026b,"Korea, Rep.",Thailand,Sector_3,537.86,517.23,1055.0900000000001
2026a,"Korea, Rep.",Thailand,Sector_4,266.03,264.69,530.72
2026b,"Korea, Rep.",Thailand,Sector_4,317.88,299.87,617.75
2026a,"Korea, Rep.",Thailand,Sector_5,666.41,949.88,1616.29
2026b,"Korea, Rep.",Thailand,Sector_5,651.19,921.5,1572.69
2026a,"Korea, Rep.",Thailand,Sector_6,715.08,405.4,1120.48
2026b,"Korea, Rep.",Thailand,Sector_6,538.7,500.9,1039.6
2026a,"Korea, Rep.",Thailand,Sector_7,910.5,836.22,1746.72
2026b,"Korea, Rep.",Thailand,Sector_7,873.54,677.43,1550.9699999999998
2026a,"Korea, Rep.",Thailand,Sector_8,289.07,996.2,1285.27
2026b,"Korea, Rep.",Thailand,Sector_8,226.72,1047.83,1274.55
2026a,"Korea, Rep.",Australia,Sector_1,212.31,899.41,1111.72
2026b,"Korea, Rep.",Australia,Sector_1,234.32,1060.14,1294.46
2026a,"Korea, Rep.",Australia,Sector_2,891.31,865.06,1756.37
2026b,"Korea, Rep.",Australia,Sector_2,887.99,691.48,1579.47
2026a,"Korea, Rep.",Australia,Sector_3,889.5,586.54,1476.04
2026b,"Korea, Rep.",Australia,Sector_3,724.94,515.26,1240.2
2026a,"Korea, Rep.",Australia,Sector_4,411.55,729.07,1140.6200000000001
2026b,"Korea, Rep.",Australia,Sector_4,419.61,724.09,1143.7
2026a,"Korea, Rep.",Australia,Sector_5,298.62,790.47,1089.0900000000001
2026b,"Korea, Rep.",Australia,Sector_5,242.16,1013.16,1255.32
2026a,"Korea, Rep.",Australia,Sector_6,405.98,210.51,616.49
2026b,"Korea, Rep.",Australia,Sector_6,299.9,195.45,495.34999999999997
2026a,"Korea, Rep.",Australia,Sector_7,539.41,230.08,769.49
2026b,"Korea, Rep.",Australia,Sector_7,502.41,260.81,763.22
2026a,"Korea, Rep.",Australia,Sector_8,955.76,998.33,1954.0900000000001
2026b,"Korea, Rep.",Australia,Sector_8,911.39,1213.66,2125.05
2026a,"Korea, Rep.",Vietnam,Sector_1,902.52,733.03,1635.55
2026b,"Korea, Rep.",Vietnam,Sector_1,899.59,679.31,1578.9
2026a,"Korea, Rep.",Vietnam,Sector_2,825.55,379.41,1204.96
2026b,"Korea, Rep.",Vietnam,Sector_2,1012.0,375.75,1387.75
2026a,"Korea, Rep.",Vietnam,Sector_3,898.4,834.26,1732.6599999999999
2026b,"Korea, Rep.",Vietnam,Sector_3,694.31,691.94,1386.25
2026a,"Korea, Rep.",Vietnam,Sector_4,645.61,897.06,1542.67
2026b,"Korea, Rep.",Vietnam,Sector_4,584.55,1029.88,1614.43
2026a,"Korea, Rep.",Vietnam,Sector_5,282.59,507.47,790.06
2026b,"Korea, Rep.",Vietnam,Sector_5,226.78,389.46,616.24
2026a,"Korea, Rep.",Vietnam,Sector_6,407.7,539.37,947.0699999999999
2026b,"Korea, Rep.",Vietnam,Sector_6,368.35,423.38,791.73
2026a,"Korea, Rep.",Vietnam,Sector_7,338.61,750.01,1088.62
2026b,"Korea, Rep.",Vietnam,Sector_7,300.05,560.61,860.6600000000001
2026a,"Korea, Rep.",Vietnam,Sector_8,678.48,475.77,1154.25
2026b,"Korea, Rep.",Vietnam,Sector_8,644.32,334.67,978.99
2026a,"Korea, Rep.",India,Sector_1,697.87,745.32,1443.19
2026b,"Korea, Rep.",India,Sector_1,526.79,678.6,1205.3899999999999
2026a,"Korea, Rep.",India,Sector_2,717.93,398.35,1116.28
2026b,"Korea, Rep.",India,Sector_2,659.44,338.35,997.7900000000001
2026a,"Korea, Rep.",India,Sector_3,779.57,406.45,1186.02
2026b,"Korea, Rep.",India,Sector_3,629.53,338.14,967.67
2026a,"Korea, Rep.",India,Sector_4,950.02,993.92,1943.94
2026b,"Korea, Rep.",India,Sector_4,968.45,744.15,1712.6
2026a,"Korea, Rep.",India,Sector_5,320.4,688.72,1009.12
2026b,"Korea, Rep.",India,Sector_5,354.35,610.61,964.96
2026a,"Korea, Rep.",India,Sector_6,944.99,666.46,1611.45
2026b,"Korea, Rep.",India,Sector_6,974.96,814.85,1789.81
2026a,"Korea, Rep.",India,Sector_7,344.24,651.92,996.16
2026b,"Korea, Rep.",India,Sector_7,253.68,827.65,1081.33
2026a,"Korea, Rep.",India,Sector_8,709.51,604.77,1314.28
2026b,"Korea, Rep.",India,Sector_8,619.95,748.45,1368.4
2026a,"Korea, Rep.",United Arab Emirates,Sector_1,577.1,950.97,1528.0700000000002
2026b,"Korea, Rep.",United Arab Emirates,Sector_1,727.54,907.31,1634.85
2026a,"Korea, Rep.",United Arab Emirates,Sector_2,480.61,317.31,797.9200000000001
2026b,"Korea, Rep.",United Arab Emirates,Sector_2,393.28,318.87,712.15
2026a,"Korea, Rep.",United Arab Emirates,Sector_3,469.63,275.02,744.65
2026b,"Korea, Rep.",United Arab Emirates,Sector_3,525.7,262.92,788.6200000000001
2026a,"Korea, Rep.",United Arab Emirates,Sector_4,412.15,992.4,1404.55
2026b,"Korea, Rep.",United Arab Emirates,Sector_4,369.43,1259.9,1629.3300000000002
2026a,"Korea, Rep.",United Arab Emirates,Sector_5,932.44,421.7,1354.14
2026b,"Korea, Rep.",United Arab Emirates,Sector_5,659.85,543.49,1203.3400000000001
