country_a,country_b,year,total_export_A_to_B,total_import_of_A_from_B,trade_volume,bec_1_export_A_to_B,bec_2_export_A_to_B,bec_3_export_A_to_B,bec_4_export_A_to_B,bec_5_export_A_to_B,bec_6_export_A_to_B,bec_7_export_A_to_B,bec_8_export_A_to_B,bec_1_import_A_from_B,bec_2_import_A_from_B,bec_3_import_A_from_B,bec_4_import_A_from_B,bec_5_import_A_from_B,bec_6_import_A_from_B,bec_7_import_A_from_B,bec_8_import_A_from_B,scenario
AUS,CHE,2026,72567882.47337012,94816061.20832163,167383943.68169177,2902307.076269918,1359247.5755823355,12472065.472257683,47974651.63255076,197928.7437788974,469949.715190621,6658648.1810224075,533084.0767174945,5982064.559006275,680988.403779982,3152247.62944469,72604684.67622367,3156221.619479392,1264554.248686433,7062819.069184001,912481.0025172,postshock
AUS,THA,2026,150764738.23256168,834081006.2781066,984845744.5106683,63691878.331645206,26170543.003520146,11258656.941409579,4556572.729949132,10852087.450190943,8396890.779606551,25564238.398438383,273870.59780174715,18370100.495622035,204878795.7000149,80246738.43753475,2318604.0481253457,466618750.6971808,38974398.99250742,22552352.68152991,121265.22559138699,postshock
AUS,ARE,2026,214119923.75521412,64763534.387089476,278883458.1423036,122650313.7011773,42476362.81703939,18743716.573754285,8893877.072023211,11892793.81179112,6032946.450002084,2178077.285095634,1251836.0443310956,11214844.539283896,22565576.804712553,11037329.75533416,14727762.120963372,2029370.269408094,796031.3068497009,2027243.6085611703,365375.98197652213,postshock
AUS,USA,2026,782645587.1229532,1428697997.5104134,2211343584.6333666,115652678.32096855,67211548.40668224,102677250.35108061,4914679.2266378,237133704.35144237,24342789.545534357,217025955.5123843,13686981.408222945,131682914.64856778,358367130.76960003,347487171.54003835,40900453.25706018,20911443.876890726,107384362.0576348,313553185.64870375,108411335.7119176,postshock
AUS,VNM,2026,393068565.7341972,285383099.9462322,678451665.6804295,26853377.943972852,82532533.14277081,83093379.52583377,126721227.04432593,32089429.08979218,38020060.089333795,3756547.4392085103,2011.458959343047,31667065.192361027,79602146.40250807,73765535.79411155,29007573.533177894,16910672.646502644,1990695.8825078385,590843.8842549288,51848566.61080829,postshock
CHN,AUS,2026,2374035200.1047955,8496002546.805435,10870037746.91023,99848983.09348267,1149700856.9822004,74207141.09716444,456645486.8646793,147353135.5831243,402332120.11909777,14802940.845446037,29144535.519600574,869278968.6511128,4430717293.342968,570064383.3950087,1103576269.02563,687281683.0723176,798661731.0608755,19327495.817187667,17094722.440334056,postshock
CHN,FRA,2026,2593796755.4654098,2343369823.3192143,4937166578.784624,92725107.56257893,184938404.89564937,576999475.558061,97536560.36789243,826765375.2857019,286499108.7334896,399763521.6596763,128569201.40236029,166094870.00004193,139171852.49840045,748410566.3254037,257556955.35397357,567342392.0631958,247318968.07511473,210751665.21693504,6722553.786149164,postshock
CHN,DEU,2026,7074758389.501137,4887205852.277401,11961964241.778538,294136208.7296214,875716514.2671434,1204562953.6204762,613173873.2868699,2013540410.2555668,957426909.9653898,1065560126.7820016,50641392.59406717,202272032.6029981,154123030.84173796,424481593.7658652,282712060.33139265,444149994.3980318,2545892829.086092,612687234.3518202,220887076.89946306,postshock
CHN,HKG,2026,18389861021.001396,24057110052.98332,42446971073.98471,272999293.9053402,1063029371.2537019,262920969.82660285,1282237842.6920602,1631990493.2654488,12715144470.036589,1091288459.4053462,70250120.61630453,63328903.21286771,1077829081.1827157,2180074325.397521,219428481.74352235,106136243.90392715,19097851045.038776,1259006990.560996,53454981.94298779,postshock
CHN,IND,2026,7847821075.020957,869250485.6957723,8717071560.71673,106250860.9279644,1460048920.488896,825993646.4758012,832596802.0669777,1139470323.363271,3012094688.13364,462885323.52192533,8480510.042481638,52891643.537953876,267859055.9360465,361396284.6778807,16621580.33861356,59165946.74150457,57839571.41753877,50528175.23197805,2948227.8142563254,postshock
CHN,IDN,2026,5086150532.407437,4247881090.944953,9334031623.35239,269119691.83871377,1683174967.7477036,1188976757.6312919,296529371.19740987,1446384281.2952247,131723929.45924613,61304004.89337046,8937528.34447638,652930923.0742126,1807685723.057661,274765717.0871915,231061912.86946425,603811497.999019,589416435.2234269,72877454.8391621,15331426.794815375,postshock
CHN,JPN,2026,8824217013.87894,5916105793.452662,14740322807.331604,281137914.40914726,537139296.9997162,3774273879.5266333,464115495.6997064,1947348231.1540294,1464339605.7454317,273742995.79675597,82119594.54752046,476851288.09382254,1615527646.7707157,155917172.93219602,1112301534.0443919,237060570.06624562,1596231157.6474488,425467211.37669486,296749212.5211472,postshock
CHN,KOR,2026,4478009554.5354395,7289263689.006533,11767273243.541973,251847181.11990666,680837254.0565287,1936725778.19007,78220263.87397628,431792074.5787929,502264425.2507343,519133377.12927186,77189200.33615834,204797625.0340725,348047054.05326945,2542765292.3050995,63540755.412801005,529255751.874289,3539669082.1558704,59462298.201172024,1725829.9699589028,postshock
CHN,MYS,2026,5040908893.563531,2020649356.8585558,7061558250.422087,374034453.4774882,619995554.3848127,1830051097.3392115,473289308.68553483,399366039.29004097,1105784743.6537313,163745348.31149077,74642348.42121983,106924110.82891618,171324241.33215144,1026814733.5506825,14417195.258316936,119442927.12184814,566401838.7099324,11868676.202171123,3455633.8545371722,postshock
CHN,NLD,2026,8418928359.892831,1379067779.4298425,9797996139.322674,196359410.9690547,373912873.25540066,1708277218.6462586,607716429.4436512,475337735.5870685,4562518151.462273,477273624.1389672,17532916.39015636,37579988.50865129,46163781.283077106,239117985.27583173,1165243.4389099868,27552937.75138036,789333202.5708672,225946600.67932364,12208039.92180119,postshock
CHN,PHL,2026,2638080089.3599467,461936808.30524397,3100016897.6651907,307522674.13831705,341065514.791759,41069916.43867731,578571566.9978414,522344280.3695847,520428465.9836762,278054489.36256737,49023181.27752395,64512658.048880756,107780281.21164553,5659679.746602696,30250231.13806765,20039205.994857002,212846431.42094335,2829387.2724218103,18018933.471825108,postshock
CHN,SGP,2026,4395913229.824426,2348281498.5082846,6744194728.33271,119322138.80493209,79684618.97919835,1442492149.7883568,646146156.9060755,983223230.3166467,694974004.5549095,269225666.6994969,160845263.7748105,41930169.233108185,555115608.6452097,211536441.2996923,186638484.0884972,9887024.356960721,1117979331.8948598,211080993.32299393,14113445.666963167,postshock
CHN,CHE,2026,499233984.4637417,2836052740.477145,3335286724.940887,7071523.141574251,14995143.13802687,15930764.576013092,375277241.8933656,4309835.295361508,15140321.876459328,62206608.120902605,4302546.422038467,8427022.777152782,86300525.69000475,55112515.28341382,1804012613.4015818,148218182.6967898,358574209.2764501,367130363.1526815,8277308.199070946,postshock
CHN,THA,2026,2236362270.593271,1717867678.3261557,3954229948.9194264,84116366.32585186,528194895.2577743,563301335.022627,227303021.22197104,35495174.47298959,552791242.1429335,136948585.4129572,108211650.73616637,482004567.6104916,139303079.84263238,668605147.5087703,121148691.4075546,209867764.8468632,73690754.40808283,19378899.271518882,3868773.430241894,postshock
CHN,ARE,2026,2163912856.9636745,3244800946.6769714,5408713803.640646,103303988.19549061,329757325.89266735,529263042.67016554,409337833.7669811,222320789.09544754,535785085.41264004,31193259.92899617,2951532.0012860387,44385555.827604495,205470929.20076728,513880808.0025976,220915684.37329265,232487395.66815895,2008476636.322412,15184076.293979717,3999860.9881586926,postshock
CHN,USA,2026,22197296178.00017,6954630145.565428,29151926323.565598,1511079536.8513486,2592751972.0502605,5120852113.950546,1446152899.9585621,4602682599.158273,1370612585.5594864,4418660482.922341,1134503987.5493555,83084858.6216518,1175536028.6923282,155493031.99272022,1170263349.2058506,605220704.0724794,2487369456.507535,650439431.8811572,627223284.5917058,postshock
CHN,VNM,2026,5097341425.47685,3785292740.8773937,8882634166.354244,399720271.51079416,1008502659.2658267,1084688028.5761564,91132434.78547822,696574851.9951881,1223862562.440514,265358644.8724834,327501972.0304089,806278718.6550306,228124437.7313399,566849713.1783065,706827914.6128006,298057573.05043906,729016173.2397718,22994560.66096503,427143649.7487401,postshock
FRA,AUS,2026,208399552.9959711,75596747.52394918,283996300.5199203,10193598.975967402,77583450.99565174,31474554.396645125,5400126.174279585,2141588.919706612,1211525.0985324117,77662321.09205694,2732387.343131266,8467120.091519035,8877887.114964774,6405569.633161514,1243218.1609499252,29302036.966424372,194969.92134664528,19751848.93558554,1354096.6999973583,postshock
FRA,CHN,2026,1101270363.3547857,2871129105.505926,3972399468.860712,29445872.843756426,117520490.99308328,49167072.32666034,279498388.98746526,119827229.9253849,221226103.91827855,279042067.08723724,5543137.272919537,65495740.9838883,273440178.5957109,591520707.2723436,516469365.6962055,569583023.981397,156842464.26097164,680382981.1626686,17394643.552740686,postshock
FRA,DEU,2026,5213816012.025641,5458989096.233046,10672805108.258686,851240564.1195685,716444975.9670515,1469652881.4309797,394166330.61409485,769691064.9463288,19376104.842487402,962600902.772994,30643187.33213707,124594119.33686543,1026958048.6239249,695498804.4315368,82749697.75752279,1530612706.546347,794964012.2547657,1059320260.752321,144291446.52976227,postshock
FRA,HKG,2026,166472773.01482356,191542112.19626597,358014885.2110895,43358813.19549922,2173995.4462256483,12492539.046320027,31909130.347412467,10440284.472717639,27679189.977785394,37941741.3141552,477079.21470795135,9845312.526465066,680609.3938812003,74674.60055946109,32263924.464032736,65092948.51203082,40764392.78001564,42017975.05067959,802274.8686014267,postshock
FRA,IND,2026,404023545.1410107,556811702.3200283,960835247.4610391,31728765.010472268,9521343.871724715,86376757.28492838,12058458.730785225,202170168.988477,4544263.626015642,55855275.93721204,1768511.6913953742,24131046.30147926,66803528.20654145,93041692.68673494,63191217.228743955,260840304.51915565,1476971.801016495,44661302.86101532,2665638.715341109,postshock
FRA,IDN,2026,68397272.326444,33100315.53631706,101497587.86276107,98185.20563958514,8261001.496421072,10680399.815297274,2624443.3298550784,23225707.333717372,8140019.009495776,15055014.297746895,312501.83827094757,429894.79772661143,6501568.55129365,16272270.059854472,2498083.594415236,388002.3797705573,3384006.9706464843,3292622.9360912084,333866.2465188397,postshock
FRA,JPN,2026,393345028.873956,456563621.9199084,849908650.7938645,50095966.92479981,19131203.539375532,107285975.20543848,19956879.44177276,78202268.40460533,27356794.14740321,88509995.19898473,2805946.011576136,80515128.32114175,43535600.42300431,6573367.949600557,17101161.646320578,202963768.64200717,8503538.842151301,91163811.19743681,6207244.898245923,postshock
FRA,KOR,2026,482316432.39686304,373072531.4756485,855388963.8725116,30857354.72092587,68343382.88102476,65145628.45058389,18071319.372693524,159030556.86639065,35957800.80750143,103901497.46443613,1008891.8333068026,30104612.559076358,9880060.119475372,46192250.88172898,8092035.802559091,231749693.0670765,20700146.757471308,25953967.25810054,399765.03016028856,postshock
FRA,MYS,2026,71998498.66504605,72759186.7515904,144757685.41663647,10298327.354382247,13662500.206831327,19474860.72181361,2468252.235256285,7267423.159923821,18245297.24440822,462046.1937684423,119791.54866209932,8058995.418837608,21964336.384723336,13958346.600953255,9100418.326635111,1793253.7026662147,8010023.424923228,8724159.398804134,1149653.4940475211,postshock
FRA,NLD,2026,1259191205.0566902,4257948220.9834247,5517139426.040115,422060440.24682766,76520132.2207311,229810556.07803938,4282715.861979547,199694419.84474608,119250172.06530355,202774256.03486457,4798512.7041980615,270548495.50907844,1356800837.8306172,923216134.4242095,296300690.3044708,134696735.91048822,177802468.98823214,503436732.70924205,595146125.307087,postshock
FRA,PHL,2026,63997802.108262405,26088297.124786016,90086099.23304842,9263793.829449767,2909803.1285104053,13289359.64191161,2300656.0874034422,8866798.764524635,20734543.147565596,6265863.06200601,366984.4468909361,10289940.352365179,170377.0981202718,960042.2369714364,503763.1890017043,997905.5016692497,8016284.05846095,2578284.591843551,2571700.096353676,postshock
FRA,SGP,2026,686769389.1563114,165034233.40686607,851803622.5631775,81301824.48532602,81824458.28588095,63646748.820751354,31415536.143139794,174877808.29028463,50134838.33578587,203349129.1675576,219045.62758516055,3065882.4237711155,16835309.847644683,17372190.096868236,12976682.437220085,37550515.03550111,43556837.88334066,32514951.471784666,1161864.2107355196,postshock
FRA,CHE,2026,1506275015.4414425,966748217.2264872,2473023232.6679296,106283767.29971792,68586651.5488234,321533362.07181185,483919847.9918992,224779530.6895471,32100008.596351683,266594024.82221752,2477822.421074011,168681177.72937658,129240713.61188015,271316.978583132,20476462.463311452,121732488.68599212,41553005.81258928,481170567.9761205,3622483.968633935,postshock
FRA,THA,2026,109963203.115581,86924180.0276282,196887383.14320922,7074224.638512044,8754554.432425683,26557113.792983554,14699588.547619527,12663116.37517371,11628964.815750057,27256098.859344255,1329541.6537721616,4656405.954919878,10476180.953309668,974025.6011521987,7744816.589343528,37595914.896453165,7218925.619273602,17297229.52006177,960680.8931144094,postshock
FRA,ARE,2026,282528703.68789583,99311758.0432443,381840461.73114014,33073685.83740281,16226864.249153957,10634021.27117543,33406718.963294618,76846512.03294522,2413978.151591063,109747757.6095157,179165.57281701153,17885949.66435138,8994171.358269779,15181115.571937308,40168362.096048765,1305322.4452520795,5218003.386586782,10550528.85939204,8304.661406153276,postshock
FRA,USA,2026,3014248841.898391,2451532270.003303,5465781111.901693,117880657.3531055,975490075.8553791,204891000.5555615,137067777.47064078,1368064003.8962538,25834191.746347174,182616993.41036087,2404141.6107426146,95973968.50724033,150925012.13912502,283799278.2915901,20297101.80349416,500303721.4390916,145068932.68432114,362088610.95573753,893075644.1827029,postshock
FRA,VNM,2026,83732675.60809939,173524751.6782639,257257427.2863633,7990155.645884037,125940.36075390365,741195.1648738243,22183183.638135698,12686484.542423582,26625673.072534002,13274418.583794916,105624.59969942,30252937.034209818,4221588.156462548,4004328.7359453766,31214030.842811983,39820944.87326319,7102112.726377776,626868.9077303691,56281940.401462846,postshock
DEU,AUS,2026,1051638914.5259719,99406991.89433992,1151045906.420312,131424391.07178648,265593854.9447391,227363894.76551026,29644453.86733107,142769586.57412833,25634144.576815385,220971486.9670357,8237101.758625522,1356824.4511267336,16235216.449395081,11259236.840460137,3542815.79979906,46331228.20114252,4102383.7106659315,16496961.050704699,82325.39104576975,postshock
DEU,CHN,2026,6858301263.865269,6824571519.644928,13682872783.510197,50671140.83023088,26990498.404306673,2703127131.872243,383187462.134697,2463750210.636977,467260450.83036757,756144535.9007261,7169833.255720123,312675956.3395024,228759985.51816738,2868186177.970784,637349038.3528129,447756007.2615544,1238118069.6193686,1054568190.6288537,37158093.953883976,postshock
DEU,FRA,2026,9046853111.620476,5622613664.003919,14669466775.624393,889111893.9179405,402618607.65472424,936685960.7182319,166573424.06225663,4030697974.7232018,386934109.8062102,1613469497.4049358,620761643.3329746,151546997.15832412,485826770.9075088,1603335583.1114194,165528825.77645504,2558978647.1717634,201716880.07187214,387681175.9020353,67998783.9045404,postshock
DEU,HKG,2026,254422249.70520782,309742386.2251704,564164635.9303782,30545416.682935514,20699060.95913628,8012310.872557344,15990954.162114939,22616087.963049393,71487437.54879445,68721447.87563117,16349533.640988767,1542343.3209426508,7944034.191600493,30612968.44332167,2603886.086168968,11824943.224991487,181521606.26006657,73118064.11978438,574540.5782941766,postshock
DEU,IND,2026,1530084991.7004886,746858685.1162212,2276943676.8167095,52619582.34304172,306693552.42496383,441626606.32691485,145485029.81887522,429983197.86372995,76422711.67237988,57603434.72869868,19650876.52188434,11502377.114866598,117049589.19673236,290481358.54876226,17651245.49286405,199435089.1575761,23218951.54675889,86663998.47866328,856075.5799975551,postshock
DEU,IDN,2026,232755180.42150068,143179779.52777568,375934959.9492763,6316594.530438497,7690754.98037095,79804866.53101988,62043013.60597789,13150283.201455317,17300073.43545731,34224664.49279794,12224929.643982861,24676330.076628357,18651478.07699545,32700532.695606574,16056054.16698093,27848628.914307985,9736530.91683728,7456922.778106943,6053301.9023121875,postshock
DEU,JPN,2026,830119795.8652669,737836071.3919562,1567955867.2572231,32533277.005720053,31857682.060526498,143977144.42308939,48550143.91749347,394712173.82335687,152349180.75879478,3146059.080944877,22994134.795341056,1276649.8319312274,27779778.270342935,135056801.6426061,16240559.986955175,189565484.76310775,164820131.9018583,93250407.23109941,109846257.76405536,postshock
DEU,KOR,2026,553010931.2296774,878418368.2803423,1431429299.5100198,11903042.953270582,132193017.13218576,86006140.00125216,13274881.221739773,112608973.44921742,125484591.02608934,62494874.59603929,9045410.849883048,34248879.86264634,15400640.257509453,121859611.02734351,6401325.686826329,482968853.8932927,70583134.33936173,143920074.2083375,3035849.0050246837,postshock
DEU,MYS,2026,344940162.9680458,218091466.07055023,563031629.038596,9459450.624221038,51043050.27931913,131254578.18917127,1475951.1336788386,60695978.69217574,34115748.32613294,45775486.28804627,11119919.435300518,32082353.41574962,45775074.488566935,34341865.044441454,6639314.32040827,1936620.036462041,52580391.216048814,44653042.895641655,82804.65323144494,postshock
DEU,NLD,2026,8379047959.510686,10948147095.07248,19327195054.583164,1221412596.1234772,1256494346.1686268,2303362082.1007414,261056304.75383392,1204674367.3210053,228633548.01646423,1660451867.3012161,242962847.72532162,761315122.833536,1600540763.8001888,720331788.3332239,643725869.9736378,2856261939.440601,2080872679.7663832,747135219.9427266,1537963710.9821806,postshock
DEU,PHL,2026,99104004.10472235,126315162.54577097,225419166.65049332,3478111.8609839636,6390077.796685343,19539896.238397047,3200544.6623293897,3890868.520885747,40872906.166686706,19366582.773351174,2365016.085402982,11937108.422070613,76333.4112091907,39038738.212267116,944473.0256032317,5625522.935936732,50525055.97609978,15070933.56054032,3096997.0020439895,postshock
DEU,SGP,2026,564075369.7656687,258825682.16194147,822901051.9276102,5709281.349335679,151596494.72589177,98967644.13230388,8835943.741740111,36074613.28241028,96627355.13937996,125098670.13593031,41165367.258676715,14365151.273343263,38118243.90722841,42972196.76132788,7596096.960225314,115115942.081419,16993820.067623924,6777990.198370453,16886240.912403233,postshock
DEU,CHE,2026,3490939718.815572,3517813337.668071,7008753056.483643,433096769.75137997,985721296.0342038,880970939.2986673,118191541.80668262,279507163.08015394,96886695.34976214,515944723.13960433,180620590.3551179,189633074.34031767,186047751.30077884,1299921414.3022132,466700033.18750453,272792936.70255965,211531005.86652938,856158931.5784104,35028190.38975721,postshock
DEU,THA,2026,313749274.39558357,289524081.2051965,603273355.60078,16078707.174103202,38430979.23232369,95703053.54338332,42073985.186430514,39494872.97032943,57250100.68148878,13604924.378573306,11112651.228951354,27336698.348103542,18080739.960267246,103597716.68257906,24763402.68138476,53299515.95050197,34717315.133203164,27428403.008120466,300289.4410362889,postshock
DEU,ARE,2026,515721669.50726527,360895104.2096739,876616773.7169392,23334916.961486764,185619010.016511,7665308.324515826,18800036.394535072,214479715.01263177,33056700.841614284,24490917.78737736,8275064.168593189,5437883.662811236,27521278.10823059,72808885.06295265,22996406.725171093,167818358.95484388,17043294.930499405,44323247.88967673,2945748.875488215,postshock
DEU,USA,2026,9352115836.824255,3521349434.4960036,12873465271.32026,376322769.0831403,2415764.3161383974,2164013381.003594,500343759.8925545,2866858343.3855047,755686443.1252153,2411679390.2971087,274795985.7209984,145188876.4725727,234027874.79375657,143772419.1792581,76732112.05351947,1517214114.1337469,30670925.74564388,639382618.0460465,734360494.0714592,postshock
DEU,VNM,2026,215140866.9703972,508719189.5065864,723860056.4769835,33122596.77700547,13522238.939947452,49619250.61485126,22534885.95896416,28016059.897927243,46813666.46419964,21105161.81890845,407006.49859349435,93482946.77934387,15933031.36235834,67675480.17918189,154107699.8189255,92140357.29537237,794883.6695989578,18778598.04125695,65806192.360548474,postshock
HKG,AUS,2026,73128498.28892885,389843054.91445374,462971553.2033826,22115135.22542898,3701214.266317109,1607658.449406384,8546157.983775504,6506296.225953733,20828962.633208245,5552688.913307968,4270384.591530925,5558519.486464483,5322599.242912368,11366391.5354653,293488209.99332476,7032631.293035013,32685056.805765644,33856979.77651786,532666.7809683228,postshock
HKG,CHN,2026,15877999347.685379,18605235062.38177,34483234410.067154,589190643.0961919,579175145.9335694,2761110788.107723,3364871972.9683695,681225861.9098927,7889078485.62392,9977793.90321028,3368656.142501119,806183647.3401791,42990897.26900331,1891637750.5601585,3444727201.919802,1268319287.3350523,10171725572.25435,755897000.1271898,223753705.57603312,postshock
HKG,FRA,2026,232283155.42931134,185149106.55319637,417432261.9825077,14019747.940153383,515348.14371953387,28357680.98856307,33710376.59627915,36805730.77531692,60233635.61704584,58484038.72051277,156596.64772066622,15455160.323854895,8333521.404295337,30594246.949393436,27892604.614080526,7967188.686414776,21885722.111312438,72779146.20435058,241516.25949440768,postshock
HKG,DEU,2026,432963585.9390793,357033938.43535185,789997524.3744311,7837424.395042351,17705131.538237274,49337552.741685234,33852405.81470097,88011214.4064403,213948078.23368192,21920536.234166034,351242.5751252419,12227998.060730636,39343539.05076491,131466418.92076725,24618828.89820915,40767497.137155384,54334135.48439665,38344215.65858538,15931305.22474247,postshock
HKG,IND,2026,1685028927.964052,381204793.18490636,2066233721.1489582,3740872.1756730117,77391859.70446464,137597202.69894528,849840788.1761312,52437348.3380076,557299217.2445744,6699216.100437596,22423.52581813233,10103235.515296916,3919863.9756337437,35243143.1188972,298920361.3821761,11159120.990582779,19492579.125166006,2201115.619708733,165373.45744490836,postshock
HKG,IDN,2026,168076921.17280772,235335604.8989603,403412526.07176805,18645718.25220597,8747227.317504382,24514930.4467599,22528149.277490392,6408242.684948413,79575009.67512974,7150166.778540738,507476.7402282016,9807710.511566656,28596868.48852692,9264856.031125616,134157964.40520835,12175000.077395735,32154692.501117088,8719914.333032746,458598.5509871937,postshock
HKG,JPN,2026,782836929.7412609,2577713229.205323,3360550158.946584,11936482.128675245,1062931.1983170894,22277774.58524903,229418165.78248498,42695509.79208462,355266585.73904896,119337416.31985919,842064.195541894,131408696.82190646,78346601.95433529,195007426.91365427,802951978.7956148,123458719.55278146,357772934.00432014,199203668.30402386,689563202.8586868,postshock
HKG,KOR,2026,236009787.888716,630527929.9751314,866537717.8638474,13919269.373753367,41731630.81941164,12322011.175252983,30927670.902961444,45124663.57470736,59362397.054849505,30976992.419141795,1645152.5686379175,17052794.59761601,23073156.81635485,1819455.388380695,13822266.055560762,8279348.5437810505,471984714.3267443,94322868.55696313,173325.68973063424,postshock
HKG,MYS,2026,234290861.27174526,382709384.8366326,617000246.1083779,2959000.254339013,8784509.994537095,28090391.292238284,6117944.710772198,5052842.838558924,170326129.9715424,12746198.74981756,213843.45993980477,804923.0726003824,51730514.585268945,29579529.275087997,67417021.5805384,62531416.18580577,145426696.19976628,20411238.879340027,4808045.058224775,postshock
HKG,NLD,2026,645214423.6843648,154208015.32819706,799422439.0125618,694790.156438161,5550941.484306716,53060896.05396839,28885103.423644874,4186769.09890337,523784621.51400644,28854790.997941755,196510.95515514974,14380883.819731342,712458.5473771374,29644938.686779007,6988963.273584582,15692014.98240509,60895579.28879939,25452071.26969643,441105.45982408826,postshock
HKG,PHL,2026,304189354.61203855,438139277.23326975,742328631.8453083,2023547.2141953632,389098.760584811,19381849.32195522,26443821.476155076,2511494.264119925,240761851.29940718,12457467.385312751,220224.89030828368,1639124.7170581846,4440247.5975813605,42738939.37641823,41460226.91353988,6273301.467654933,338133216.2375585,1898179.0700079019,1556041.8534507977,postshock
HKG,SGP,2026,804061153.9420294,3516708985.8434134,4320770139.785442,14690267.469609337,17691389.90181847,1333425.640162957,13706495.693535365,30122339.36679837,677516505.631087,48051094.45462881,949635.7843890409,61174103.69897236,18546460.957126897,21090917.315119755,390985040.3509366,173013270.1454225,2434525923.9131474,227590349.95891294,189782919.50377524,postshock
HKG,CHE,2026,329609853.45409477,109498334.88759889,439108188.34169364,1416886.2965963518,242490.19098085345,2741506.4596355595,202235911.70094576,912236.3565353192,4720519.486140341,117081627.39379889,258675.56946167455,5255762.298431071,2850130.532216452,18410220.57820778,43984241.54773729,6489187.408898716,9902635.823460847,21941927.13991329,664229.558733443,postshock
HKG,THA,2026,663052299.9507922,296298141.3503124,959350441.3011045,30587237.72238935,19610154.17163118,37395437.4458041,184788269.76196322,57924337.548345864,329658633.2809908,2644601.6236970853,443628.3959706909,17629411.30018866,25186212.51092368,79339866.9194072,74657232.5913223,52070187.5305352,40838614.11184393,6566418.683855097,10197.702236366333,postshock
HKG,ARE,2026,816719450.1210579,1133655744.3891816,1950375194.5102396,4099076.272223173,6460376.142489588,16323417.293686029,681139589.7013731,18436100.133084666,65467053.209097855,24642550.746494204,151286.6226093015,2823742.47285077,4949759.008634131,6269934.889891143,1060329940.2457734,2764502.0702028,42232932.46582114,14148159.837778544,136773.398229658,postshock
HKG,USA,2026,2314557182.6663227,2081024737.4858396,4395581920.152163,77118594.54175265,41973006.30043843,226335170.65621606,729338071.019532,9496598.443611076,898689550.8198817,321935164.06254816,9671026.822342796,38589199.93658157,86522712.70277019,66679843.1071387,721652193.8975835,17183442.63224014,578084873.2225726,294473331.5678771,277839140.41907597,postshock
HKG,VNM,2026,915657411.6381258,810798548.1783429,1726455959.8164687,25230270.91674238,4941331.425268293,63286052.49355404,3719305.8750438313,54260456.07117949,761969129.4041377,1868897.5856618984,381967.86653815006,61360301.23317544,512405.7219179936,96025337.27996281,147043452.21777818,13968100.935012473,329886166.04512197,8549432.187315915,153453352.5580581,postshock
IND,AUS,2026,594855037.1010801,965841016.2790221,1560696053.3801022,19515862.63170379,436437673.1076073,10964000.618935231,102606721.79712187,16538887.498528805,4321440.999455051,3831010.813528826,639439.6341991926,110388695.83724229,632778817.0646445,114307081.22881153,70510556.5842281,9366533.897856867,5637995.502405756,21520554.98793866,1330781.1758946506,postshock
IND,CHN,2026,1173581733.9372978,9129442947.924158,10303024681.861456,86877712.78069367,334755863.5710777,822301.5275041794,98668033.27672596,68941054.0988984,507805866.1102465,71834330.21850647,3876572.3536448656,731815607.5201352,1346005642.3148737,2255521615.171104,877251873.395429,1141965551.6492226,2160785527.463448,616016537.5182012,80592.89174505018,postshock
IND,FRA,2026,315745461.329959,391360619.8642597,707106081.1942186,10048940.6159982,111456598.89501037,7679452.388141318,23683914.018372357,121824384.97050907,16090584.980970673,22759112.320410054,2202473.140546903,23084782.936655324,38013021.78755498,55711226.239743546,53543861.28315464,169492289.81661087,28206155.170239948,21327063.630806595,1982218.9994938099,postshock
IND,DEU,2026,363195000.27301157,1378965296.8307688,1742160297.1037803,32886338.40787435,102894928.1547608,114464807.91273871,25123761.988069706,21718310.901737414,26217413.84615494,33289338.541473947,6600100.520201726,5099814.737190651,286225702.0120802,265180271.69558123,149778743.62953603,457558797.50173634,93462466.48336703,82747563.69988175,38911937.07139567,postshock
IND,HKG,2026,545003510.1112629,1953348736.3616621,2498352246.472925,7168264.759678243,9103910.745898245,22640593.57062126,422651487.87978685,11448068.248663247,41080485.87277583,30870597.00959574,40102.02424349002,10847417.65552241,51036438.97642675,87542144.44429831,863945751.2684114,21128555.943631265,912376111.0070972,6471149.079674991,1167.9866000364875,postshock
IND,IDN,2026,175053946.98937875,1755225392.3669674,1930279339.3563461,39879417.89226264,59808551.229639195,9711321.197551169,28180050.179350197,27036385.710898902,6997715.389443441,3232004.3973281747,208500.9929050515,520128021.4376511,722340739.9188762,193000007.04609582,52840796.76541476,198663934.3625621,16088588.783813482,52141364.779732175,21939.272821735492,postshock
IND,JPN,2026,290631140.2155613,1215250635.7204645,1505881775.9360256,17417634.46650405,130894587.96250382,50257037.41753991,24071290.340966526,29541043.223316647,13275092.519658372,24684050.16562753,490404.1194444555,11351509.88644108,436259900.3059037,396559714.8232362,93524594.54648152,120383919.55793674,66715745.27859231,37360780.18767563,53094471.13419718,postshock
IND,KOR,2026,359249406.51008624,534360143.1237696,893609549.6338558,6786843.158381385,133031284.8082032,98367760.49147154,13056484.772091836,90958780.05100507,7277405.346544509,9065767.488492358,705080.3938962588,45416591.56909382,68501972.71632856,10098664.611026466,40354686.94502041,277493898.6443705,77844438.99359082,14597572.25896244,52317.38537654496,postshock
