country,trade_type,sector,partner_country,volume,previous_volume
Brazil,import,Plastics,UK,1996,1841
Brazil,import,Plastics,India,1868,1773
Brazil,import,Plastics,Canada,1082,1063
Brazil,import,Plastics,Australia,2273,2099
Brazil,import,Plastics,South Korea,2530,2417
Brazil,import,Plastics,Mexico,2603,2798
Brazil,import,Plastics,Italy,2034,1995
Brazil,import,Plastics,Russia,2057,2076
Brazil,import,Plastics,Spain,3697,4030
Brazil,import,Plastics,Netherlands,1995,2025
Brazil,import,Plastics,Turkey,3995,3701
Brazil,import,Plastics,Indonesia,1419,1365
Brazil,import,Plastics,Saudi Arabia,2916,2898
Brazil,import,Plastics,South Africa,3561,3708
Brazil,import,Minerals,Germany,2280,2295
Brazil,import,Minerals,USA,3292,3075
Brazil,import,Minerals,France,4746,4858
Brazil,import,Minerals,Japan,519,535
Brazil,import,Minerals,China,906,954
Brazil,import,Minerals,UK,1655,1596
Brazil,import,Minerals,India,4855,4964
Brazil,import,Minerals,Canada,2458,2520
Brazil,import,Minerals,Australia,950,1013
Brazil,import,Minerals,South Korea,1752,1645
Brazil,import,Minerals,Mexico,2651,2907
Brazil,import,Minerals,Italy,2884,3104
Brazil,import,Minerals,Russia,599,597
Brazil,import,Minerals,Spain,1566,1521
Brazil,import,Minerals,Netherlands,4430,4815
Brazil,import,Minerals,Turkey,2600,2819
Brazil,import,Minerals,Indonesia,3020,3075
Brazil,import,Minerals,Saudi Arabia,4369,4588
Brazil,import,Minerals,South Africa,835,826
Brazil,import,Food Products,Germany,4341,4701
Brazil,import,Food Products,USA,2996,3092
Brazil,import,Food Products,France,1226,1130
Brazil,import,Food Products,Japan,4331,4393
Brazil,import,Food Products,China,1480,1596
Brazil,import,Food Products,UK,2972,2917
Brazil,import,Food Products,India,4784,5105
Brazil,import,Food Products,Canada,2860,2671
Brazil,import,Food Products,Australia,1762,1833
Brazil,import,Food Products,South Korea,3356,3079
Brazil,import,Food Products,Mexico,820,781
Brazil,import,Food Products,Italy,4242,4445
Brazil,import,Food Products,Russia,4351,4447
Brazil,import,Food Products,Spain,3918,3961
Brazil,import,Food Products,Netherlands,2094,2235
Brazil,import,Food Products,Turkey,2851,2840
Brazil,import,Food Products,Indonesia,1099,1177
Brazil,import,Food Products,Saudi Arabia,4039,3758
Brazil,import,Food Products,South Africa,3818,3504
Brazil,import,Wood Products,Germany,3934,4066
Brazil,import,Wood Products,USA,2488,2570
Brazil,import,Wood Products,France,4762,5261
Brazil,import,Wood Products,Japan,2618,2455
Brazil,import,Wood Products,China,4347,3952
Brazil,import,Wood Products,UK,1836,1766
Brazil,import,Wood Products,India,1060,1003
Brazil,import,Wood Products,Canada,1550,1517
Brazil,import,Wood Products,Australia,3805,3796
Brazil,import,Wood Products,South Korea,3207,3356
Brazil,import,Wood Products,Mexico,1292,1186
Brazil,import,Wood Products,Italy,636,634
Brazil,import,Wood Products,Russia,1769,1657
Brazil,import,Wood Products,Spain,3705,3668
Brazil,import,Wood Products,Netherlands,1358,1277
Brazil,import,Wood Products,Turkey,1098,1109
Brazil,import,Wood Products,Indonesia,4634,4486
Brazil,import,Wood Products,Saudi Arabia,844,774
Brazil,import,Wood Products,South Africa,1401,1348
Brazil,import,Energy,Germany,3260,3011
Brazil,import,Energy,USA,618,572
Brazil,import,Energy,France,2970,2707
Brazil,import,Energy,Japan,3790,3661
Brazil,import,Energy,China,3115,3413
Brazil,import,Energy,UK,2858,3037
Brazil,import,Energy,India,3482,3250
Brazil,import,Energy,Canada,3957,3870
Brazil,import,Energy,Australia,3151,2889
Brazil,import,Energy,South Korea,3871,3912
Brazil,import,Energy,Mexico,4565,4796
Brazil,import,Energy,Italy,2207,2361
Brazil,import,Energy,Russia,4073,4023
Brazil,import,Energy,Spain,3057,2901
Brazil,import,Energy,Netherlands,1646,1526
Brazil,import,Energy,Turkey,1117,1160
Brazil,import,Energy,Indonesia,786,716
Brazil,import,Energy,Saudi Arabia,2115,1957
Brazil,import,Energy,South Africa,3426,3719
Brazil,import,Services,Germany,2230,2253
Brazil,import,Services,USA,4414,4439
Brazil,import,Services,France,3585,3409
Brazil,import,Services,Japan,1904,1824
Brazil,import,Services,China,509,564
Brazil,import,Services,UK,1568,1427
Brazil,import,Services,India,4002,4378
Brazil,import,Services,Canada,1047,1017
Brazil,import,Services,Australia,2812,3043
Brazil,import,Services,South Korea,4546,4598
Brazil,import,Services,Mexico,3834,4163
Brazil,import,Services,Italy,3215,2940
Brazil,import,Services,Russia,2314,2189
Brazil,import,Services,Spain,1135,1231
Brazil,import,Services,Netherlands,1868,1711
Brazil,import,Services,Turkey,1196,1145
Brazil,import,Services,Indonesia,4224,4489
Brazil,import,Services,Saudi Arabia,828,817
Brazil,import,Services,South Africa,3183,2914
Brazil,import,ICT,Germany,1738,1740
Brazil,import,ICT,USA,4241,4060
Brazil,import,ICT,France,2138,2200
Brazil,import,ICT,Japan,1080,988
Brazil,import,ICT,China,2770,2724
Brazil,import,ICT,UK,1597,1710
Brazil,import,ICT,India,4160,4220
Brazil,import,ICT,Canada,4690,4632
Brazil,import,ICT,Australia,3551,3890
Brazil,import,ICT,South Korea,2090,2176
Brazil,import,ICT,Mexico,4740,4951
Brazil,import,ICT,Italy,1772,1817
Brazil,import,ICT,Russia,1505,1568
Brazil,import,ICT,Spain,3537,3688
Brazil,import,ICT,Netherlands,4081,4030
Brazil,import,ICT,Turkey,3146,3213
Brazil,import,ICT,Indonesia,1760,1955
Brazil,import,ICT,Saudi Arabia,2997,2766
Brazil,import,ICT,South Africa,3825,3568
Australia,export,Machinery,Germany,1041,949
Australia,export,Machinery,USA,789,760
Australia,export,Machinery,France,2002,1880
Australia,export,Machinery,Japan,4375,4457
Australia,export,Machinery,China,4647,5153
Australia,export,Machinery,UK,1704,1699
Australia,export,Machinery,India,2100,2073
Australia,export,Machinery,Canada,1527,1625
Australia,export,Machinery,Brazil,3694,3898
Australia,export,Machinery,South Korea,685,651
Australia,export,Machinery,Mexico,3392,3524
Australia,export,Machinery,Italy,3408,3168
Australia,export,Machinery,Russia,3794,4137
Australia,export,Machinery,Spain,3173,3189
Australia,export,Machinery,Netherlands,4524,4786
Australia,export,Machinery,Turkey,4150,4472
Australia,export,Machinery,Indonesia,1723,1755
Australia,export,Machinery,Saudi Arabia,2367,2250
Australia,export,Machinery,South Africa,632,599
Australia,export,Chemicals,Germany,4314,4280
Australia,export,Chemicals,USA,4111,4193
Australia,export,Chemicals,France,2588,2611
Australia,export,Chemicals,Japan,4472,4883
Australia,export,Chemicals,China,3564,3857
Australia,export,Chemicals,UK,2495,2659
Australia,export,Chemicals,India,3269,3217
Australia,export,Chemicals,Canada,1629,1681
Australia,export,Chemicals,Brazil,1511,1478
Australia,export,Chemicals,South Korea,2604,2573
Australia,export,Chemicals,Mexico,4123,4459
Australia,export,Chemicals,Italy,513,514
Australia,export,Chemicals,Russia,4266,4193
Australia,export,Chemicals,Spain,2734,2991
Australia,export,Chemicals,Netherlands,1009,1117
Australia,export,Chemicals,Turkey,1903,1824
Australia,export,Chemicals,Indonesia,1439,1471
Australia,export,Chemicals,Saudi Arabia,1058,1161
Australia,export,Chemicals,South Africa,1071,1010
Australia,export,Electronics,Germany,2467,2484
Australia,export,Electronics,USA,625,586
Australia,export,Electronics,France,2612,2572
Australia,export,Electronics,Japan,3562,3771
Australia,export,Electronics,China,1547,1605
Australia,export,Electronics,UK,983,941
Australia,export,Electronics,India,4958,5179
Australia,export,Electronics,Canada,4764,4996
Australia,export,Electronics,Brazil,575,622
Australia,export,Electronics,South Korea,3341,3431
Australia,export,Electronics,Mexico,2908,2835
Australia,export,Electronics,Italy,3510,3695
Australia,export,Electronics,Russia,2906,2761
Australia,export,Electronics,Spain,2068,1893
Australia,export,Electronics,Netherlands,3808,3748
Australia,export,Electronics,Turkey,3386,3103
Australia,export,Electronics,Indonesia,3909,4226
Australia,export,Electronics,Saudi Arabia,2454,2276
Australia,export,Electronics,South Africa,2129,1962
Australia,export,Automotive,Germany,2124,2213
Australia,export,Automotive,USA,1866,1823
Australia,export,Automotive,France,1163,1100
Australia,export,Automotive,Japan,3670,4019
Australia,export,Automotive,China,1291,1217
Australia,export,Automotive,UK,3323,3640
Australia,export,Automotive,India,2777,2871
Australia,export,Automotive,Canada,4206,4526
Australia,export,Automotive,Brazil,1679,1815
Australia,export,Automotive,South Korea,2298,2535
Australia,export,Automotive,Mexico,2233,2120
Australia,export,Automotive,Italy,930,892
Australia,export,Automotive,Russia,4970,5182
Australia,export,Automotive,Spain,1350,1306
Australia,export,Automotive,Netherlands,2923,2894
Australia,export,Automotive,Turkey,2210,2380
Australia,export,Automotive,Indonesia,967,893
Australia,export,Automotive,Saudi Arabia,4532,4337
Australia,export,Automotive,South Africa,2346,2264
Australia,export,Agriculture,Germany,3773,3494
Australia,export,Agriculture,USA,3201,3096
Australia,export,Agriculture,France,3744,3866
Australia,export,Agriculture,Japan,4246,4642
Australia,export,Agriculture,China,4479,4972
Australia,export,Agriculture,UK,3787,3733
Australia,export,Agriculture,India,3750,3683
Australia,export,Agriculture,Canada,2354,2320
Australia,export,Agriculture,Brazil,4071,3870
Australia,export,Agriculture,South Korea,551,519
Australia,export,Agriculture,Mexico,1116,1095
Australia,export,Agriculture,Italy,3577,3304
Australia,export,Agriculture,Russia,823,783
Australia,export,Agriculture,Spain,2440,2286
Australia,export,Agriculture,Netherlands,3989,4417
Australia,export,Agriculture,Turkey,1900,2023
Australia,export,Agriculture,Indonesia,1516,1600
Australia,export,Agriculture,Saudi Arabia,1485,1601
Australia,export,Agriculture,South Africa,3572,3395
Australia,export,Textiles,Germany,4240,4109
Australia,export,Textiles,USA,795,746
Australia,export,Textiles,France,1835,1812
Australia,export,Textiles,Japan,2910,2949
Australia,export,Textiles,China,2954,3014
Australia,export,Textiles,UK,4716,4764
Australia,export,Textiles,India,3938,4214
Australia,export,Textiles,Canada,2360,2611
Australia,export,Textiles,Brazil,1989,2072
Australia,export,Textiles,South Korea,1995,2000
Australia,export,Textiles,Mexico,593,570
Australia,export,Textiles,Italy,598,543
Australia,export,Textiles,Russia,2414,2345
Australia,export,Textiles,Spain,3187,2947
Australia,export,Textiles,Netherlands,2863,2614
Australia,export,Textiles,Turkey,974,929
Australia,export,Textiles,Indonesia,2555,2836
Australia,export,Textiles,Saudi Arabia,2467,2359
Australia,export,Textiles,South Africa,4699,4679
Australia,export,Pharmaceuticals,Germany,878,952
Australia,export,Pharmaceuticals,USA,1897,1946
Australia,export,Pharmaceuticals,France,4352,4459
Australia,export,Pharmaceuticals,Japan,3201,3359
Australia,export,Pharmaceuticals,China,1148,1176
Australia,export,Pharmaceuticals,UK,671,724
Australia,export,Pharmaceuticals,India,4536,4540
Australia,export,Pharmaceuticals,Canada,2743,2754
Australia,export,Pharmaceuticals,Brazil,4261,4659
Australia,export,Pharmaceuticals,South Korea,1855,1862
Australia,export,Pharmaceuticals,Mexico,4552,4186
Australia,export,Pharmaceuticals,Italy,1111,1064
Australia,export,Pharmaceuticals,Russia,3761,4058
Australia,export,Pharmaceuticals,Spain,3045,2982
Australia,export,Pharmaceuticals,Netherlands,2458,2649
Australia,export,Pharmaceuticals,Turkey,3196,3132
Australia,export,Pharmaceuticals,Indonesia,4689,4457
Australia,export,Pharmaceuticals,Saudi Arabia,3344,3358
Australia,export,Pharmaceuticals,South Africa,2625,2857
Australia,export,Metals,Germany,4461,4128
Australia,export,Metals,USA,859,785
Australia,export,Metals,France,3266,3032
Australia,export,Metals,Japan,821,811
Australia,export,Metals,China,3479,3226
Australia,export,Metals,UK,1551,1411
Australia,export,Metals,India,4006,3831
Australia,export,Metals,Canada,4231,3921
Australia,export,Metals,Brazil,3670,3564
Australia,export,Metals,South Korea,3783,3769
Australia,export,Metals,Mexico,629,670
Australia,export,Metals,Italy,4495,4233
Australia,export,Metals,Russia,2341,2178
Australia,export,Metals,Spain,1129,1057
Australia,export,Metals,Netherlands,4159,4285
Australia,export,Metals,Turkey,3325,3588
Australia,export,Metals,Indonesia,1987,1834
Australia,export,Metals,Saudi Arabia,2115,2100
Australia,export,Metals,South Africa,2515,2401
Australia,export,Plastics,Germany,3106,3412
Australia,export,Plastics,USA,4272,3994
Australia,export,Plastics,France,4206,3973
Australia,export,Plastics,Japan,3161,3374
Australia,export,Plastics,China,810,849
Australia,export,Plastics,UK,2869,2803
Australia,export,Plastics,India,3818,3601
Australia,export,Plastics,Canada,4733,5081
Australia,export,Plastics,Brazil,4495,4533
Australia,export,Plastics,South Korea,4088,3780
Australia,export,Plastics,Mexico,2913,2676
Australia,export,Plastics,Italy,4745,4434
Australia,export,Plastics,Russia,3120,3183
Australia,export,Plastics,Spain,4190,3926
Australia,export,Plastics,Netherlands,4150,4011
Australia,export,Plastics,Turkey,3231,3386
Australia,export,Plastics,Indonesia,3483,3657
Australia,export,Plastics,Saudi Arabia,2370,2621
Australia,export,Plastics,South Africa,3876,3956
Australia,export,Minerals,Germany,4046,3882
Australia,export,Minerals,USA,1227,1270
Australia,export,Minerals,France,3322,3642
Australia,export,Minerals,Japan,3955,4249
Australia,export,Minerals,China,4859,5094
Australia,export,Minerals,UK,1531,1473
Australia,export,Minerals,India,2916,3226
Australia,export,Minerals,Canada,4414,4184
Australia,export,Minerals,Brazil,4491,4682
Australia,export,Minerals,South Korea,2453,2594
Australia,export,Minerals,Mexico,4156,4030
Australia,export,Minerals,Italy,2966,2840
Australia,export,Minerals,Russia,4184,4303
Australia,export,Minerals,Spain,2569,2823
Australia,export,Minerals,Netherlands,2183,2372
Australia,export,Minerals,Turkey,3047,2919
Australia,export,Minerals,Indonesia,3652,3669
Australia,export,Minerals,Saudi Arabia,1835,1731
Australia,export,Minerals,South Africa,3590,3602
Australia,export,Food Products,Germany,3893,4077
Australia,export,Food Products,USA,1529,1454
Australia,export,Food Products,France,1062,1124
Australia,export,Food Products,Japan,2999,3022
Australia,export,Food Products,China,2245,2452
Australia,export,Food Products,UK,4536,4179
Australia,export,Food Products,India,4374,4355
Australia,export,Food Products,Canada,2882,2840
Australia,export,Food Products,Brazil,4447,4875
Australia,export,Food Products,South Korea,2633,2470
Australia,export,Food Products,Mexico,2432,2616
Australia,export,Food Products,Italy,2501,2283
Australia,export,Food Products,Russia,3349,3279
Australia,export,Food Products,Spain,4622,5108
Australia,export,Food Products,Netherlands,2025,1998
Australia,export,Food Products,Turkey,621,655
Australia,export,Food Products,Indonesia,3748,3551
Australia,export,Food Products,Saudi Arabia,2301,2396
Australia,export,Food Products,South Africa,1115,1168
Australia,export,Wood Products,Germany,532,583
Australia,export,Wood Products,USA,3757,4019
Australia,export,Wood Products,France,4227,4206
Australia,export,Wood Products,Japan,2602,2646
Australia,export,Wood Products,China,3978,3652
Australia,export,Wood Products,UK,2181,2082
Australia,export,Wood Products,India,636,612
Australia,export,Wood Products,Canada,525,483
Australia,export,Wood Products,Brazil,1488,1453
Australia,export,Wood Products,South Korea,523,556
Australia,export,Wood Products,Mexico,3794,3859
Australia,export,Wood Products,Italy,2523,2672
Australia,export,Wood Products,Russia,4562,4723
Australia,export,Wood Products,Spain,4291,4351
Australia,export,Wood Products,Netherlands,1572,1459
Australia,export,Wood Products,Turkey,1873,1773
Australia,export,Wood Products,Indonesia,3278,3113
Australia,export,Wood Products,Saudi Arabia,4587,4830
Australia,export,Wood Products,South Africa,870,803
Australia,export,Energy,Germany,4085,4464
Australia,export,Energy,USA,2029,2177
Australia,export,Energy,France,2873,2613
Australia,export,Energy,Japan,3540,3855
Australia,export,Energy,China,1768,1709
Australia,export,Energy,UK,3743,3625
Australia,export,Energy,India,788,807
Australia,export,Energy,Canada,4539,4615
Australia,export,Energy,Brazil,633,624
Australia,export,Energy,South Korea,2691,2475
Australia,export,Energy,Mexico,3830,3831
Australia,export,Energy,Italy,2680,2655
Australia,export,Energy,Russia,1465,1341
Australia,export,Energy,Spain,2556,2570
Australia,export,Energy,Netherlands,1442,1501
Australia,export,Energy,Turkey,4724,4906
Australia,export,Energy,Indonesia,1465,1467
Australia,export,Energy,Saudi Arabia,3602,3417
Australia,export,Energy,South Africa,2493,2421
Australia,export,Services,Germany,2978,2909
Australia,export,Services,USA,3792,3736
Australia,export,Services,France,1770,1817
Australia,export,Services,Japan,2809,2689
Australia,export,Services,China,4612,4263
Australia,export,Services,UK,982,972
Australia,export,Services,India,4369,4517
Australia,export,Services,Canada,4556,4361
Australia,export,Services,Brazil,574,635
Australia,export,Services,South Korea,3552,3440
Australia,export,Services,Mexico,2643,2730
Australia,export,Services,Italy,1343,1430
Australia,export,Services,Russia,1131,1223
Australia,export,Services,Spain,2395,2450
Australia,export,Services,Netherlands,4890,5040
Australia,export,Services,Turkey,4185,4120
Australia,export,Services,Indonesia,4609,4861
Australia,export,Services,Saudi Arabia,2718,2966
Australia,export,Services,South Africa,4094,3836
Australia,export,ICT,Germany,1074,977
Australia,export,ICT,USA,668,652
Australia,export,ICT,France,919,989
Australia,export,ICT,Japan,2647,2842
Australia,export,ICT,China,4708,4587
Australia,export,ICT,UK,2021,2142
Australia,export,ICT,India,1157,1074
Australia,export,ICT,Canada,1993,1997
Australia,export,ICT,Brazil,2399,2477
Australia,export,ICT,South Korea,3231,3293
Australia,export,ICT,Mexico,4335,4683
Australia,export,ICT,Italy,2015,2128
Australia,export,ICT,Russia,3502,3273
Australia,export,ICT,Spain,4636,4578
Australia,export,ICT,Netherlands,2960,2978
Australia,export,ICT,Turkey,3557,3377
Australia,export,ICT,Indonesia,1849,1745
Australia,export,ICT,Saudi Arabia,4972,4992
Australia,export,ICT,South Africa,3405,3142
Australia,import,Machinery,Germany,846,842
Australia,import,Machinery,USA,2282,2348
Australia,import,Machinery,France,2105,1917
Australia,import,Machinery,Japan,899,847
Australia,import,Machinery,China,1161,1202
Australia,import,Machinery,UK,4711,4574
Australia,import,Machinery,India,4534,4582
Australia,import,Machinery,Canada,2670,2566
Australia,import,Machinery,Brazil,1382,1368
Australia,import,Machinery,South Korea,2566,2844
Australia,import,Machinery,Mexico,1437,1436
Australia,import,Machinery,Italy,839,787
Australia,import,Machinery,Russia,4832,4669
Australia,import,Machinery,Spain,509,519
Australia,import,Machinery,Netherlands,1181,1207
Australia,import,Machinery,Turkey,3937,3791
Australia,import,Machinery,Indonesia,1486,1584
Australia,import,Machinery,Saudi Arabia,3620,3707
Australia,import,Machinery,South Africa,4676,4530
Australia,import,Chemicals,Germany,3334,3404
Australia,import,Chemicals,USA,3511,3639
Australia,import,Chemicals,France,634,652
Australia,import,Chemicals,Japan,1988,1912
Australia,import,Chemicals,China,4266,4393
Australia,import,Chemicals,UK,613,571
Australia,import,Chemicals,India,2413,2483
Australia,import,Chemicals,Canada,4799,5239
Australia,import,Chemicals,Brazil,2120,2218
Australia,import,Chemicals,South Korea,1217,1299
Australia,import,Chemicals,Mexico,2206,2389
Australia,import,Chemicals,Italy,665,625
Australia,import,Chemicals,Russia,2144,2128
Australia,import,Chemicals,Spain,3022,3295
Australia,import,Chemicals,Netherlands,3585,3955
Australia,import,Chemicals,Turkey,903,906
Australia,import,Chemicals,Indonesia,1263,1382
Australia,import,Chemicals,Saudi Arabia,1399,1531
Australia,import,Chemicals,South Africa,4404,4233
Australia,import,Electronics,Germany,3321,3581
Australia,import,Electronics,USA,3036,2857
Australia,import,Electronics,France,891,937
Australia,import,Electronics,Japan,2197,2265
Australia,import,Electronics,China,4979,5298
Australia,import,Electronics,UK,1702,1564
Australia,import,Electronics,India,2680,2879
Australia,import,Electronics,Canada,4524,4466
Australia,import,Electronics,Brazil,2891,2813
Australia,import,Electronics,South Korea,2065,1993
Australia,import,Electronics,Mexico,1630,1634
Australia,import,Electronics,Italy,2343,2294
Australia,import,Electronics,Russia,4299,4341
Australia,import,Electronics,Spain,3057,2823
Australia,import,Electronics,Netherlands,827,832
Australia,import,Electronics,Turkey,3168,3295
Australia,import,Electronics,Indonesia,1398,1501
Australia,import,Electronics,Saudi Arabia,3466,3416
Australia,import,Electronics,South Africa,4229,3978
Australia,import,Automotive,Germany,789,774
Australia,import,Automotive,USA,4074,3907
Australia,import,Automotive,France,2601,2840
Australia,import,Automotive,Japan,1197,1167
Australia,import,Automotive,China,3675,3942
Australia,import,Automotive,UK,3481,3611
Australia,import,Automotive,India,566,612
Australia,import,Automotive,Canada,1749,1818
Australia,import,Automotive,Brazil,4244,4596
Australia,import,Automotive,South Korea,4739,4488
Australia,import,Automotive,Mexico,534,563
Australia,import,Automotive,Italy,704,686
Australia,import,Automotive,Russia,2864,3038
Australia,import,Automotive,Spain,4294,4103
Australia,import,Automotive,Netherlands,552,512
Australia,import,Automotive,Turkey,2516,2476
Australia,import,Automotive,Indonesia,2994,3123
Australia,import,Automotive,Saudi Arabia,1619,1613
Australia,import,Automotive,South Africa,1277,1260
Australia,import,Agriculture,Germany,3287,3173
Australia,import,Agriculture,USA,757,778
Australia,import,Agriculture,France,1825,1797
Australia,import,Agriculture,Japan,1853,1940
Australia,import,Agriculture,China,2160,2361
Australia,import,Agriculture,UK,2213,2308
Australia,import,Agriculture,India,2951,2897
Australia,import,Agriculture,Canada,4809,4457
Australia,import,Agriculture,Brazil,1421,1359
Australia,import,Agriculture,South Korea,955,1000
Australia,import,Agriculture,Mexico,1381,1471
Australia,import,Agriculture,Italy,1749,1670
Australia,import,Agriculture,Russia,4881,4508
Australia,import,Agriculture,Spain,4752,5222
Australia,import,Agriculture,Netherlands,512,518
Australia,import,Agriculture,Turkey,3594,3307
Australia,import,Agriculture,Indonesia,3969,3866
Australia,import,Agriculture,Saudi Arabia,2125,2009
Australia,import,Agriculture,South Africa,832,858
Australia,import,Textiles,Germany,3073,2915
Australia,import,Textiles,USA,1022,1086
Australia,import,Textiles,France,3572,3679
Australia,import,Textiles,Japan,1984,2164
Australia,import,Textiles,China,3519,3675
Australia,import,Textiles,UK,3921,3672
Australia,import,Textiles,India,2566,2784
Australia,import,Textiles,Canada,3264,3448
Australia,import,Textiles,Brazil,4143,3991
Australia,import,Textiles,South Korea,2112,2000
Australia,import,Textiles,Mexico,598,614
Australia,import,Textiles,Italy,3080,2992
Australia,import,Textiles,Russia,2225,2246
Australia,import,Textiles,Spain,2857,3056
Australia,import,Textiles,Netherlands,4530,5011
Australia,import,Textiles,Turkey,4514,4609
Australia,import,Textiles,Indonesia,1334,1434
Australia,import,Textiles,Saudi Arabia,4300,4117
Australia,import,Textiles,South Africa,2913,2688
Australia,import,Pharmaceuticals,Germany,2930,2960
Australia,import,Pharmaceuticals,USA,4275,4293
Australia,import,Pharmaceuticals,France,3239,2978
Australia,import,Pharmaceuticals,Japan,871,936
Australia,import,Pharmaceuticals,China,4419,4134
Australia,import,Pharmaceuticals,UK,2766,2616
Australia,import,Pharmaceuticals,India,3830,3816
Australia,import,Pharmaceuticals,Canada,1391,1513
Australia,import,Pharmaceuticals,Brazil,3329,3056
Australia,import,Pharmaceuticals,South Korea,2441,2360
Australia,import,Pharmaceuticals,Mexico,2492,2694
Australia,import,Pharmaceuticals,Italy,1663,1560
Australia,import,Pharmaceuticals,Russia,3055,3008
Australia,import,Pharmaceuticals,Spain,925,848
Australia,import,Pharmaceuticals,Netherlands,1947,2121
Australia,import,Pharmaceuticals,Turkey,3808,3486
Australia,import,Pharmaceuticals,Indonesia,3691,3617
Australia,import,Pharmaceuticals,Saudi Arabia,1496,1504
Australia,import,Pharmaceuticals,South Africa,2933,2883
Australia,import,Metals,Germany,4136,4473
Australia,import,Metals,USA,4906,5084
Australia,import,Metals,France,2022,2082
Australia,import,Metals,Japan,4731,4347
Australia,import,Metals,China,1431,1368
Australia,import,Metals,UK,2443,2583
Australia,import,Metals,India,2017,2115
Australia,import,Metals,Canada,2226,2203
Australia,import,Metals,Brazil,4261,4623
Australia,import,Metals,South Korea,2525,2314
Australia,import,Metals,Mexico,1048,1008
Australia,import,Metals,Italy,4617,4435
Australia,import,Metals,Russia,1556,1647
Australia,import,Metals,Spain,4747,4479
Australia,import,Metals,Netherlands,1586,1485
Australia,import,Metals,Turkey,1785,1711
Australia,import,Metals,Indonesia,4058,4498
Australia,import,Metals,Saudi Arabia,4640,4767
Australia,import,Metals,South Africa,1413,1441
Australia,import,Plastics,Germany,4952,4568
Australia,import,Plastics,USA,3090,3281
Australia,import,Plastics,France,826,792
Australia,import,Plastics,Japan,4055,4147
Australia,import,Plastics,China,2861,2778
Australia,import,Plastics,UK,2999,3133
Australia,import,Plastics,India,2985,3078
Australia,import,Plastics,Canada,4563,4699
Australia,import,Plastics,Brazil,2890,2751
Australia,import,Plastics,South Korea,3422,3404
Australia,import,Plastics,Mexico,3419,3278
Australia,import,Plastics,Italy,2367,2232
Australia,import,Plastics,Russia,4163,3929
Australia,import,Plastics,Spain,1500,1485
Australia,import,Plastics,Netherlands,2863,2864
Australia,import,Plastics,Turkey,4135,4141
Australia,import,Plastics,Indonesia,1714,1584
Australia,import,Plastics,Saudi Arabia,3435,3782
Australia,import,Plastics,South Africa,1830,1882
Australia,import,Minerals,Germany,4078,4056
Australia,import,Minerals,USA,2454,2687
Australia,import,Minerals,France,4883,5270
Australia,import,Minerals,Japan,2236,2403
Australia,import,Minerals,China,3596,3791
Australia,import,Minerals,UK,3715,3705
Australia,import,Minerals,India,1138,1106
Australia,import,Minerals,Canada,4875,5251
Australia,import,Minerals,Brazil,4173,3904
Australia,import,Minerals,South Korea,1399,1513
Australia,import,Minerals,Mexico,2180,2123
Australia,import,Minerals,Italy,4263,4733
Australia,import,Minerals,Russia,2858,2945
Australia,import,Minerals,Spain,702,665
Australia,import,Minerals,Netherlands,3043,2805
Australia,import,Minerals,Turkey,4873,4604
Australia,import,Minerals,Indonesia,3008,3332
Australia,import,Minerals,Saudi Arabia,545,509
Australia,import,Minerals,South Africa,3345,3201
Australia,import,Food Products,Germany,4660,4947
Australia,import,Food Products,USA,3772,3716
Australia,import,Food Products,France,1352,1449
Australia,import,Food Products,Japan,3426,3138
Australia,import,Food Products,China,2630,2601
Australia,import,Food Products,UK,3233,2998
Australia,import,Food Products,India,3544,3838
Australia,import,Food Products,Canada,3228,3058
Australia,import,Food Products,Brazil,4771,4749
Australia,import,Food Products,South Korea,2993,2894
Australia,import,Food Products,Mexico,2615,2732
Australia,import,Food Products,Italy,4195,4456
Australia,import,Food Products,Russia,1106,1075
Australia,import,Food Products,Spain,2355,2596
Australia,import,Food Products,Netherlands,2049,2184
Australia,import,Food Products,Turkey,2988,2972
Australia,import,Food Products,Indonesia,3095,3417
Australia,import,Food Products,Saudi Arabia,3093,3105
Australia,import,Food Products,South Africa,4755,4388
Australia,import,Wood Products,Germany,1348,1389
Australia,import,Wood Products,USA,546,599
Australia,import,Wood Products,France,3618,3729
Australia,import,Wood Products,Japan,2227,2168
Australia,import,Wood Products,China,532,526
Australia,import,Wood Products,UK,2879,2901
Australia,import,Wood Products,India,597,589
Australia,import,Wood Products,Canada,3451,3215
Australia,import,Wood Products,Brazil,560,512
Australia,import,Wood Products,South Korea,3874,3547
Australia,import,Wood Products,Mexico,2802,3056
Australia,import,Wood Products,Italy,4526,4338
Australia,import,Wood Products,Russia,3354,3344
Australia,import,Wood Products,Spain,1764,1842
Australia,import,Wood Products,Netherlands,3459,3174
Australia,import,Wood Products,Turkey,4186,4314
Australia,import,Wood Products,Indonesia,2567,2610
Australia,import,Wood Products,Saudi Arabia,2912,3054
Australia,import,Wood Products,South Africa,2051,1967
Australia,import,Energy,Germany,3901,4199
Australia,import,Energy,USA,640,585
Australia,import,Energy,France,4026,4030
Australia,import,Energy,Japan,4230,3945
Australia,import,Energy,China,4541,4840
Australia,import,Energy,UK,2189,2258
Australia,import,Energy,India,4492,4151
Australia,import,Energy,Canada,4922,5008
Australia,import,Energy,Brazil,4958,4620
Australia,import,Energy,South Korea,3323,3481
