country_a,country_b,year,total_export_A_to_B,total_import_A_from_B,trade_volume,bec_1_export_A_to_b,bec_2_export_A_to_b,bec_3_export_A_to_b,bec_4_export_A_to_b,bec_5_export_A_to_b,bec_6_export_A_to_b,bec_7_export_A_to_b,bec_8_export_A_to_b,bec_1_import_A_from_B,bec_2_import_A_from_B,bec_3_import_A_from_B,bec_4_import_A_from_B,bec_5_import_A_from_B,bec_6_import_A_from_B,bec_7_import_A_from_B,bec_8_import_A_from_B,scenario
DEU,PHL,2025,1419062914.5960388,1875056961.172228,3294119875.7682667,76871218.39341989,61264598.94634874,238554374.9438781,16960051.77676599,57541936.902526066,722106000.4357141,140739585.7772489,105025147.42013699,140789976.0206578,123932658.94340667,434586297.1227699,5964791.274327406,151260236.0648425,787358555.1929793,188997384.2567254,42167062.29651909,forecast
DEU,PHL,2026,1380173404.3080392,1895692505.0610728,3275865909.369112,66198518.15840646,54432998.413768426,224094373.6351551,14621454.504694786,46894258.44582492,685648174.5736576,134779383.73946702,153504242.83706486,137902842.01734754,135049761.12374857,487923039.08895224,4814131.075169464,139686049.42921484,751238194.1818116,197002860.7382152,42075627.40661332,forecast
DEU,SGP,2024,6229988906.566024,7222636596.122653,13452625502.688677,146623264.93994126,2058775459.5597394,976784148.2501146,86502012.888997,530623541.48916477,906596629.4919999,890138514.8248795,633945335.121187,169419092.26969698,789973055.292374,1057254962.5033714,122658844.25014317,1327335082.027411,2515512546.599165,1042080637.4687186,198402375.71177277,forecast
DEU,SGP,2025,6428089870.018624,8602778694.648611,15030868564.667236,138675348.64818296,2331783045.996131,855675821.7835015,68364738.21545215,474756180.19782746,889008452.4547899,777247186.5371432,892579096.1855953,221120407.42576072,956172221.7984318,1272041805.9318516,141414376.69229975,1600103573.5360525,2922781342.654565,1230305345.6032379,258839621.00641122,forecast
DEU,SGP,2026,6705423003.303576,10230392735.249441,16935815738.553017,128316940.53017451,2619352479.2908826,739674848.113518,52924650.178176515,418150108.22533464,870032650.962357,677845226.3540198,1199126099.6491125,284670163.36131465,1136723061.1198478,1517688063.3005672,158421391.7915004,1923443737.3319998,3421625365.3533707,1454021253.1654058,333799699.8254362,forecast
DEU,THA,2024,4382984337.91003,3357013799.3486805,7739998137.258711,272933093.0916597,334960611.66278744,796125880.8687351,321812042.74041957,715357548.957662,1403863768.821612,474018386.58416724,63913005.18298726,221481931.21181476,339301314.24294865,834635611.5153337,297235250.4480978,613843793.6010432,621715388.8209825,421788326.72360855,7012182.784851361,forecast
DEU,THA,2025,4500213871.248403,3385554789.3255043,7885768660.573907,260822459.15522733,348728251.2124827,773153944.3986892,288619986.09541225,769547794.7658299,1528723845.0340068,493404490.1649688,37213100.42178604,209309413.2642649,346157901.57093704,821859512.819493,286175114.1956623,630768085.2542949,642600204.0841904,442754700.0854389,5929858.0512227155,forecast
DEU,THA,2026,4640972947.088407,3412730838.8620663,8053703785.950473,248533044.6413483,360303998.90316635,749128398.8965193,256466629.93575817,819671113.1213453,1672591010.4228966,512949683.3812698,21329067.786103357,197018210.90366158,351425976.90473974,807127903.4535336,273856739.85732555,648063551.2784519,664457596.045673,465777276.4360785,5003583.9826020645,forecast
DEU,USA,2024,141310196205.11893,61018397556.72625,202328593761.84518,5711384976.598713,20098695726.24138,23921885495.5172,4485859627.55619,41101748629.16462,7584435487.269144,35960518331.08553,2445667931.686171,2869362691.603022,8570331948.667035,9488660797.400917,1951964655.6593978,15913687911.951563,3350782229.1642985,12753262003.37164,6120345318.908378,forecast
DEU,USA,2025,156228058711.62,65025277026.656715,221253335738.2767,6140992042.276368,22659716032.02837,25999488311.772438,5357276638.477854,44537534332.45683,8382903073.392849,41074505282.001,2075642999.2142534,3195769328.321384,9942924097.030924,10008898291.64216,2121321615.2045834,17770391711.411167,3414004408.74828,13016179145.313251,5555788428.984964,forecast
DEU,USA,2026,172590291552.51523,69442113218.20459,242032404770.71982,6578906814.215325,25441819987.394104,28247607076.96509,6269845969.930277,48070758410.71824,9276252265.31663,46928646325.837296,1776454702.1382623,3530606508.761582,11429851079.234467,10551849071.87711,2251885176.068815,19817928295.109695,3502503425.7908635,13274555180.8461,5082934480.515957,forecast
DEU,VNM,2024,2952943792.356894,42277578226.25455,45230522018.61144,235562397.95978498,141508819.97283623,357871725.29450476,803477075.0628097,309438141.5437753,873596173.3640422,175581385.67454195,55908073.48459897,847341980.9561594,298526482.4039273,970859776.707688,1283423898.504452,669836475.5816731,385148017.12982535,359770144.357284,37462671450.61354,forecast
DEU,VNM,2025,3029482263.7030144,1374326143609.2205,1377355625872.9236,221744468.6505707,156617072.15820575,335694038.67642075,816693196.3341388,287726186.46550417,997695247.3236582,171849849.53317145,41462204.56134415,908374549.8972108,299821894.163772,963818284.5137618,1434948216.866742,722664817.0021313,374462459.87236,344791677.7069793,1369277261709.1975,forecast
DEU,VNM,2026,3113176175.016868,49480543684386.44,49483656860561.45,202180696.69428903,172171842.7452403,308259056.1254248,827418563.0497073,265508047.08365697,1141378035.515129,167230561.94038022,29029371.863040306,972607436.9137245,300021315.16876626,959049305.3706028,1591166227.0641549,781552033.5315137,365976607.86220604,330979091.51601684,49475242332369.01,forecast
FRA,HKG,2024,4238474443.8941603,2706431355.3716426,6944905799.265802,327550639.4550161,58865950.75801858,280397559.2476857,1367038299.3119183,1252207084.6169426,273271795.0168934,676404821.4601392,2738294.027546566,128084622.51394074,25916748.9897033,189873994.33588067,846292687.1517904,592461544.2548198,378814696.2243035,540389901.4348723,4597160.466332673,forecast
FRA,HKG,2025,4166652627.4497194,2615656320.3341784,6782308947.783897,252145109.53890935,57181973.33014001,260148179.9538047,1526689288.029227,1150529801.3351696,252798162.54691607,665350863.052432,1809249.6631206055,102255108.89344375,24601550.771828827,173558928.91236886,858221917.0712615,536897587.5385107,329581740.2704273,587027643.4209197,3511843.455418172,forecast
FRA,HKG,2026,4125650263.8481517,2538186311.129483,6663836574.977634,188468010.4431244,55292146.23659499,240237659.33087826,1697317607.5285802,1055568166.7701882,233783750.68025538,653818440.0425149,1164482.8160151055,79134706.92372788,23062333.085108936,157385596.37873742,866321035.8200985,484998808.377733,288387970.1893641,636252575.2312311,2643285.1234820965,forecast
FRA,IDN,2024,1219346274.128847,561708319.9092418,1781054594.0380888,116040267.25573239,90597116.96895002,258105525.901647,65143864.32395529,481071042.63147783,83573908.44713452,118989575.5608682,5824973.039081495,71874086.40154606,62851674.14201217,112321210.67333686,26467073.214503936,154312540.67296842,24869075.785202567,98567234.41009004,10445424.609581739,forecast
FRA,IDN,2025,1614160600.192569,452735763.7844206,2066896363.9769897,100758902.35852444,83628088.89124815,269291816.69815075,62690744.94543306,844232488.1522541,121310262.23807862,127408207.79194386,4840089.116936137,52797850.30767989,48596216.331517436,86898602.52920596,17316096.528213974,130683161.0953528,24627106.554621007,81245161.2300396,10571569.207789987,forecast
FRA,IDN,2026,2296039658.4237585,362132323.8003735,2658171982.224132,86674384.17495537,77030249.54660252,279959443.6355132,60248732.14457231,1475303425.2613244,176751630.4869194,136126956.77465358,3944836.3992177728,37821896.19450871,37531951.30114898,67572220.22368222,10910727.18417623,107120433.00514545,24465277.74430988,66246283.25656751,10463534.890834527,forecast
FRA,IND,2024,5855088275.758847,5905206831.893789,11760295107.652637,232304810.27899104,1504527624.5570705,753449766.3923055,609550899.0992053,2186691309.596896,141017786.5867007,420421131.5854233,7124947.66225504,214872952.26399297,803244829.989947,863613665.3960623,569325444.2311057,2618517737.434291,146331015.54937783,680252966.0556755,9048220.973336853,forecast
FRA,IND,2025,6019400234.848143,6652958843.480564,12672359078.328707,227738372.1262456,1793209613.916609,660434639.5235988,594878509.7609785,2253815829.067392,94157277.4318358,392090956.5762159,3075036.445268044,181261842.28134552,652986824.4321568,784761702.7814046,511522409.1081018,3687541752.239189,107524086.97122666,723731177.8394418,3629047.8276978876,forecast
FRA,IND,2026,6248835798.309838,7850742729.752903,14099578528.06274,218555665.71328464,2123927749.3860745,574501643.8286711,574092877.8965118,2327223824.0897703,62896473.53191072,366323625.6104414,1313938.2531738032,145855278.34955847,515761971.475219,704663057.3521194,454486650.0015178,5188076722.46012,77561526.29021248,762954696.5937821,1382827.230373025,forecast
FRA,JPN,2024,5580036187.318532,5628537239.520906,11208573426.83944,764267504.4009929,635579404.308239,934870736.9426576,572530918.4465106,1367601325.851646,417897727.3359194,875908824.2551488,11379745.777418518,748465166.1158397,444369064.382164,618040439.1654607,447664081.3498102,2004409367.234192,405912849.0987052,789514089.4531943,170162182.7215402,forecast
FRA,JPN,2025,5769130454.173103,6058926666.016388,11828057120.189491,790553912.5904953,657533018.476157,936535104.2364013,660830328.1590127,1375299596.443331,424340506.6373827,918657059.5906962,5380928.039627143,775210584.858619,439414393.0148854,617003038.297152,511449842.3552772,2358899866.4116435,463532224.3613559,751832413.1230423,141584303.59441277,forecast
FRA,JPN,2026,5965730825.3476305,6555772945.844192,12521503771.191822,816875630.8946563,678551818.6209614,937805736.311248,762262562.5817534,1373042171.4209552,431186058.15157133,963480151.6118681,2526695.7546169055,802874205.60387,431715545.46229166,616202574.1189569,584129774.7626594,2755565779.359812,530854231.40049374,715939234.2571253,118491600.87898271,forecast
FRA,KOR,2024,5241583063.54334,5069274851.033925,10310857914.577265,229282737.88846368,588555706.9815404,398565819.31443256,274876208.0887707,1600261673.658279,450459362.6509174,1694519742.5820894,5061812.378846522,420051446.7868365,393750008.9913608,539729377.7554903,295088040.7092801,2284669286.1625443,516005992.9475817,616065445.802615,3915251.878216337,forecast
FRA,KOR,2025,5911112193.947873,6109813622.454473,12020925816.402346,199221317.7221345,559792053.6189792,341370117.7980553,281579616.6088981,1574569150.5187287,401044930.90954643,2551021002.4673643,2514004.3041656255,497150931.2540406,408901173.34786063,573024526.5417168,369585421.75318265,2948451893.9833646,598488100.9705441,710946582.1364625,3264992.4673015913,forecast
FRA,KOR,2026,7034878219.571676,7418770882.353306,14453649101.924982,171991367.55446914,528323183.2595305,291330638.6594817,287026723.3614114,1549183571.9584837,356252487.0137541,3849547224.036184,1223023.728361589,584825326.1928906,422469362.15125877,608162862.4343181,459515865.6085589,3823211622.896404,694226229.9351364,823695884.2949572,2663728.8397822184,forecast
FRA,MYS,2024,1239857436.9231637,1261845198.9460223,2501702635.869186,122038346.49866256,211436864.8961971,182697260.32761946,22614943.673302367,327479477.06431776,274475769.86970806,98407068.97928686,707705.6140694332,96889307.08252038,325603500.9857775,143731597.27228224,53681804.43363069,374778650.6421785,140351979.41070288,122613079.2299657,4195279.888964477,forecast
FRA,MYS,2025,1809855876.3892622,1500183266.9260209,3310039143.315283,137615567.31969294,266464803.144643,202791985.068732,17700793.17879215,788394311.4899623,280836626.9073326,115528456.32353872,523332.95656839403,84613627.3099972,571960669.097725,128221112.62835547,46180942.69249514,417423145.2346376,121170898.03490311,128662272.97580853,1950598.9520985247,forecast
FRA,MYS,2026,3034918090.653011,1945001208.8139088,4979919299.46692,153534331.8270101,331796044.9699545,224799290.58691344,13673669.16809473,1888611443.284065,287063849.67913353,135063986.5475269,375474.5903130342,73076554.22939089,1014600536.4545158,113779573.4880549,39375817.936062,463090677.13030267,105024979.50981434,135177140.91105875,875929.1547093939,forecast
FRA,NLD,2024,19945774868.09245,64925940565.42453,84871715433.51698,3552193910.520138,3591937375.7136283,2609686298.7196627,947975251.3911213,2658164660.052588,3128435001.8246675,3310098348.869585,147284021.00105497,12312826083.758623,13254809415.081804,9933906072.90165,3228964638.3727617,7251563886.056587,5558581939.933597,9654524381.923458,3730764147.39604,forecast
FRA,NLD,2025,21681113581.954838,69035621539.69196,90716735121.64679,3680946564.997748,4340798307.505017,2714156441.4061317,1002850376.1211249,3222961114.03799,3102794563.4416127,3536767372.207073,79838842.23813945,12825208280.053026,14919429717.203098,10622658918.16658,3461639545.3920636,8256870375.604182,5164410773.801475,10475655413.586454,3309748515.885071,forecast
FRA,NLD,2026,23546755636.856277,73652750654.25764,97199506291.11392,3769002858.299943,5140767145.808088,2807985596.635664,1057366799.5959159,3884803597.7635937,3074978073.1735654,3769223104.9281197,42628460.65138652,13332890116.44757,16724708348.12047,11357130177.638718,3697351735.933577,9395163832.692005,4828158311.231142,11372776430.308334,2944571701.885834,forecast
FRA,PHL,2024,1298013565.5276177,590992746.5343637,1889006312.0619814,136856663.29160562,29297126.05210657,196678103.1413557,19642342.091788907,625522859.3615541,151307237.27509204,136232740.16531625,2476494.148798552,66378974.84510134,10391921.509614069,38420386.935811214,3475726.205735675,228768868.88207558,163815512.63997662,62404238.755970195,17337116.760078985,forecast
FRA,PHL,2025,2010305291.9221513,714360424.674916,2724665716.5970674,137011022.6900583,30357987.058884427,240536054.2887834,21938934.14910212,1271840508.2689974,150903622.17197952,155473953.00858492,2243210.285761099,58966834.99984643,9084138.298212849,35783376.31922679,2600497.5027906154,359029094.6842884,174670208.70719644,62951277.912421994,11274996.250932515,forecast
FRA,PHL,2026,3448472082.1896,901000271.9707487,4349472354.160349,135493209.2504639,31328568.99029527,293686133.34276277,24312220.91156875,2633917800.752505,150068957.94277945,177663412.09671322,2001778.9025114647,51070746.322278656,7877551.735104943,33112730.310334418,1901552.8310407351,552283880.993693,184526251.1295343,62966295.86223956,7261262.786523074,forecast
FRA,SGP,2024,8331272911.3173685,2974886743.857043,11306159655.174412,959576121.157299,747150924.6725975,460555701.2628927,702972762.4593406,2479174800.2493887,1222248251.195672,1756383371.97769,3210978.342488182,339605543.60661733,234701289.64807305,193785657.1416837,187962838.05702966,970573262.4708472,403182562.9434836,622239665.57351,22835924.415797617,forecast
FRA,SGP,2025,8695060992.406576,3076134527.2863727,11771195519.69295,977028836.978439,833033934.4753088,487369142.09202695,853911332.895422,2450525950.480116,1349982708.662627,1741311169.8816428,1897916.940994433,347099641.83450943,260312556.90963915,204770220.6400341,156274784.11702347,1108909664.7092004,370111611.74579877,615740590.3221956,12915457.00797197,forecast
FRA,SGP,2026,9085651008.799036,3204241764.076259,12289892772.875296,979412908.0761656,923270772.5045003,515564779.0112125,1036890283.1533853,2417373158.4460077,1490226841.5050986,1721791729.449676,1120536.652990495,350286417.3938127,286302236.8740785,216288226.76327226,129614175.5510922,1270127241.485899,340328135.155715,604171243.1255752,7124087.726814656,forecast
FRA,THA,2024,1416246084.2119143,1460719682.1489065,2876965766.360821,197067397.1801594,68166340.55794606,286266959.57773006,160906275.79603523,303491754.74211967,154644786.29825848,239094240.83741003,6608329.22225553,153111587.37380576,75698906.58745573,232262257.27101097,227125427.63291907,446914876.8584202,75600367.82804754,242808917.7557205,7197340.841526805,forecast
FRA,THA,2025,1532069405.390249,1491445640.756369,3023515046.146618,210422535.8442029,70724085.81356752,271698065.75065625,176652753.19447494,363636564.704117,171748156.4984753,263523191.68934414,3664051.895410944,138694920.4140762,71782561.12854072,213973884.2614713,259752236.1755973,463045174.47159225,76756505.96802771,261730434.88501346,5709923.452050228,forecast
FRA,THA,2026,1666040684.7897646,1530283239.5574486,3196323924.3472133,223581184.9618156,73453089.3167359,258575186.49890962,193347717.69157246,433925194.9248733,190735529.67919376,290394788.4794193,2027993.2372449033,125040352.48842804,67665557.14061876,197361450.84320426,296541377.5204167,479532510.86870056,77977974.59871595,281735653.165311,4428362.932053357,forecast
FRA,USA,2024,40555522162.18938,43574664462.530754,84130186624.72012,3203711257.0533113,11641838717.280748,4676897181.065904,1762800106.691292,11802861509.204674,1357080035.671496,6044225729.361404,66107625.86055014,2521061347.7163024,13094893716.399817,4266526275.7483892,1581477671.7239573,4970673622.100697,1688093760.6293359,8693123424.748423,6758814643.463832,forecast
FRA,USA,2025,47176881313.43958,58326376722.72213,105503258036.16171,3330035942.701471,15955365814.712097,4940420809.740624,2062358364.1131766,13567600673.107853,1324234669.9504719,5958967852.525417,37897186.588475585,2690258469.275856,22371779382.58513,5033459811.288966,1945653412.8249812,5681927158.343141,1874569523.9478161,11817344640.132166,6911384324.324075,forecast
FRA,USA,2026,55523438535.860725,80165840670.4942,135689279206.35492,3457960222.1901126,21645978312.17994,5227066882.071549,2408440732.716939,15586344291.567041,1294699839.9996498,5881191444.338419,21756810.79707724,2848743169.803867,37266406891.118935,5934732608.748696,2370555999.6050854,6461044072.894025,2099306936.4655704,16101723907.324535,7083327084.533486,forecast
FRA,VNM,2024,1105913591.7383482,21673503773.280674,22779417365.019024,130132516.62838152,29437093.05897168,176565940.73368064,234846174.20607907,117945746.44653533,303673520.9271791,112957746.25003244,354853.48748853314,256767913.80644587,84980301.08343853,265511672.95911044,530068989.6901359,297047428.0827212,182339559.59759372,261698655.54575217,19795089252.515476,forecast
FRA,VNM,2025,1267416478.3038747,701662416755.3995,702929833233.7034,141749096.89140707,37801885.60678538,208705234.670834,230438871.46169227,143254691.5372477,381227469.55730575,124096017.4404528,143211.13814976037,237786063.604295,90835425.73075779,248501767.21947077,524031749.7453613,325506476.471248,211320594.5788158,276413573.3274917,699748021104.722,forecast
FRA,VNM,2026,1462129679.8032303,23958784473921.273,23960246603601.08,152943254.9680696,48372135.95066516,244602518.81568065,225688054.96981412,174802928.81184375,479630627.99499565,136033102.87337285,57055.41878852345,217071573.85987842,96747072.76544149,231074364.32176426,512777366.6241539,356932315.7846964,242860712.7476127,291010874.58474743,23956835999640.586,forecast
HKG,IDN,2024,2284536133.237756,2152997652.466732,4437533785.704488,216341779.60630468,322672147.19941854,195079140.17599168,738474361.3184626,102279831.99711137,636476424.7477199,70065924.22596885,3146523.9667784227,158734492.5640416,393388324.5164546,232206916.646794,941889416.3375167,107206026.70523313,268325909.2929986,50222843.66398175,1023722.7397116367,forecast
HKG,IDN,2025,2231108159.414554,2363606276.286804,4594714435.701359,207439527.0633661,363910059.89480376,177856618.8577829,648168938.3984151,108426550.40947647,665219439.6554765,58866642.63940035,1220382.4958326921,184415018.3444834,554771459.1230386,226808769.60953113,964396771.0866308,116696458.60719974,276062601.526557,40219045.344378665,236152.64498539394,forecast
HKG,IDN,2026,2190677738.1655707,2565365530.795323,4756043268.960894,198379249.1352345,406465522.4163203,160380783.14226466,567077249.1482568,115482339.03630953,692986759.4598557,49440348.98942283,465486.8379061326,198384843.58445215,726829786.7623037,217456090.8957974,981399043.8409624,124503385.94387797,284869449.3120663,31869133.329347264,53797.12651527657,forecast
HKG,IND,2024,21503032453.752575,6315860852.470581,27818893306.223156,90152480.41388668,3098559394.5659566,1090031332.6033072,5772038501.601433,381164645.828362,10739554862.963459,327435243.60328954,4095992.1728804847,97711456.26400188,46020197.16386876,169753320.3509431,5510298654.798268,99938241.2144597,172967154.745785,218755627.6298945,416200.30336047825,forecast
HKG,IND,2025,35785158327.12774,6305339683.80427,42090498010.93201,81707712.40096758,13422824249.249256,1287584799.0263233,5328379987.621706,402719109.2611077,14888663718.013493,371003300.10186034,2275451.453026988,74464428.8029243,31499015.611831944,113928854.57510789,5725452844.123279,86574580.46255182,57291925.77005124,215989909.04649198,138125.41203165724,forecast
HKG,IND,2026,83988191813.8228,6326111972.088636,90314303785.91144,72832399.24915306,56060064741.36117,1520500275.193097,4852926902.555493,423112655.69744337,20639189781.385437,418365908.1010626,1199150.2799420808,54445492.774442054,21488315.064153977,77784344.5554344,5865084347.323853,73763414.46142437,21087754.837883126,212410045.8240636,48257.24738181815,forecast
HKG,JPN,2024,7302592603.622937,24460745202.19867,31763337805.821606,292549085.7674457,204079135.11390105,1123116949.9803426,1830255281.4141347,551403437.8422717,2465361172.811657,827900159.9152371,7927380.777947731,818008639.3550923,488198031.12606966,2781958319.436192,6820460838.840971,723743540.8601567,4113378969.239383,1443115204.8141923,7271881658.526611,forecast
HKG,JPN,2025,6622724201.882703,24893234809.555885,31515959011.438587,261562882.3650687,177838663.96865445,952257653.5294017,1919049132.8000984,533583263.846878,2033566659.59377,739351974.3042941,5513971.474538071,660719906.6762849,379355166.16231173,2260086365.4514284,8077455659.18167,602172246.1762854,3740554340.204249,1216390282.527547,7956500843.176107,forecast
HKG,JPN,2026,6069996877.10542,25723040246.39404,31793037123.49946,232508382.94347838,154742169.8610587,808032991.3090665,2010552566.930052,516184552.51333916,1683786202.7288754,660314740.8191818,3875270.000368824,527937769.3439792,292579394.5362907,1827764107.6660888,9504398044.18726,500200197.8337073,3403386042.927206,1025501486.9913902,8641273202.908117,forecast
HKG,KOR,2024,7742755169.523412,16857289812.27375,24600044981.79716,156084091.23890412,335089432.60934556,357678210.6653685,257020918.92396197,756791509.722416,5276132477.430755,592482970.5581411,11475558.374520045,368420161.1683551,955155189.5404613,774368628.9444026,496953836.2714709,674450070.1376209,12801412139.161911,785615936.3194177,913850.730110669,forecast
HKG,KOR,2025,8484157722.641153,15041640895.208591,23525798617.849747,174497377.8225498,370476529.50612533,339742872.6269768,234147804.4466122,1253031107.9309022,5578152258.91996,522749085.96382505,11360685.42420182,357042576.05149144,890210255.9803104,600042681.4789361,351768592.3286684,632697350.5795699,11470564345.784071,738863260.3066163,451832.6989297664,forecast
HKG,KOR,2026,9570235777.982277,13478337260.704102,23048573038.68638,193950757.77781972,403543570.00307876,321251857.2572635,211794149.0920951,2049831146.9280648,5920451329.447594,458357038.39971924,11055929.076641535,345835897.2656601,829540254.2489458,466540459.5664008,245381684.89299974,601211457.2594346,10292458015.709425,697155605.5148104,213886.24642500168,forecast
HKG,MYS,2024,3532616803.176992,14652194172.502935,18184810975.679928,55777938.89721612,206065745.62125322,336500635.3766149,119021931.58877389,255834420.22021678,2449532116.148658,107568779.51288946,2315235.8113699234,262263144.50027952,488472914.8700574,1154132026.7354405,534965703.21509385,1573922338.3822613,10149192037.288544,417696257.7569963,71549749.75426346,forecast
HKG,MYS,2025,3481381605.611877,14956383046.18169,18437764651.793568,59727449.19940305,212914256.00920227,378348325.3080537,143909189.9969335,341602841.1362349,2221059084.756284,121839189.47995879,1981269.7258063082,278495312.549057,480033247.7517427,1102672506.3190897,617639330.5100613,2588196243.8895664,9409487537.326042,426719230.15939504,53139637.67673622,forecast
HKG,MYS,2026,3490497332.7415333,16044484777.541872,19534982110.283405,63417525.593026444,217099673.51677886,421060512.12330395,171436126.02791685,454896985.79270375,2023271522.656962,137624119.9207792,1690867.110062109,295305858.31898814,469697463.345956,1052698745.2025287,704988314.9689733,4311905983.160092,8733712779.375608,437436514.910206,38739118.25952002,forecast
HKG,NLD,2024,7831413286.460509,1944345793.7826273,9775759080.243137,252873216.90661016,32927374.928232253,580354333.045504,172666995.20128354,296591005.2805613,4914009803.9144,1573899166.934898,8091390.249020916,119462892.57023294,25163431.370433714,189822402.39118493,66569811.08810809,120831425.82649277,1225695751.5050297,194101581.37447354,2698497.656671881,forecast
HKG,NLD,2025,8355707106.413618,1998564315.8328652,10354271422.246483,214120778.34409294,25973104.04388221,591029917.001272,143066394.34868446,287729139.18012255,4994847451.210476,2091991201.3158987,6949120.969188463,117263708.69794114,19217049.268487528,179347957.63708222,62153272.10411443,112951634.19725227,1323171823.5200093,182486205.89767334,1972664.5103051434,forecast
HKG,NLD,2026,9085496425.303665,2070684688.5763547,11156181113.88002,180564825.2505457,20440669.41217364,603215041.7530941,118360342.05424087,279922230.6917237,5093171212.087086,2783919509.3546686,5902594.700133983,114801408.17079249,14691061.066977987,169725288.8347622,57838558.02933776,105630490.16149236,1434986248.9903748,171620410.08425766,1391223.2383596909,forecast
HKG,PHL,2024,2668812765.5844145,5761200266.013937,8430013031.5983515,25869686.54308304,10911296.403262395,236903369.75982293,260587121.7450438,69711544.6061588,1978248534.4816215,85333938.77654678,1247273.2688752287,58237621.87952847,43341984.46378646,735835313.8654104,365884628.71233255,73346997.55477728,4297710390.092782,110328682.15493996,76514647.29038039,forecast
HKG,PHL,2025,2613213972.532166,5021433069.6141,7634647042.146267,21373960.95097732,11246058.758092757,240842618.9922345,252991722.17831874,80832026.5407712,1920496014.6362576,84774620.15533443,656950.3201795745,53996185.09318912,40944446.39047171,674758145.3472596,293964391.22029966,74529964.39325461,3727927969.668515,107311608.25609396,48000359.24501692,forecast
HKG,PHL,2026,2560240240.8016605,4360182395.923361,6920422636.725021,17563437.16234163,11504186.182765746,245472336.76416376,243142251.86275473,94350131.249558,1863474163.6947043,84389735.09671271,343998.78865938337,49660927.39662656,38608140.84899221,612245291.9633161,231245868.87626117,72154355.29020874,3222459661.981112,103747470.46411413,30060679.102730017,forecast
HKG,SGP,2024,5272597300.960394,39591085080.8102,44863682381.7706,102111259.2095986,263684291.25920618,223650757.01125082,514729099.69475245,323548510.22001857,3499221039.7384567,339490671.52547586,6161672.301634713,814243123.1329578,1399052473.9210644,1826176955.1497486,2893613946.2791142,2097533372.6200879,25254647116.580666,2018455695.5606487,3287362397.5659213,forecast
HKG,SGP,2025,4236817878.4259458,41475489662.40314,45712307540.82909,103054238.5086586,240501272.4152003,188611729.08498168,467691531.8889087,288243214.91022927,2609104194.825083,335578167.85232204,4033528.940562262,1128060236.3134198,1733837142.2578757,2288606936.9080777,3069009957.593924,2524678430.574394,24639050257.620102,2188611798.078555,3903634903.0567927,forecast
HKG,SGP,2026,3440632452.818745,44288400780.252625,47729033233.07137,103158656.07978931,218764773.01891345,158691250.06275675,417475741.7291967,259011500.89762715,1947973878.3902452,332940703.9887827,2615948.6514336197,1541108646.3432765,2118236554.4414177,2844432195.161822,3207040888.589828,3041212802.5683603,24518396270.367393,2384164346.293195,4633809076.487326,forecast
HKG,THA,2024,8150843866.23261,7920052752.75098,16070896618.98359,353081206.7724248,159159427.48838037,811444248.6943753,2001976067.777076,520429490.4359748,3962184950.7213807,340366516.92942643,2201957.4135715025,366694368.0548018,252134652.9001342,672974170.1763046,3503653485.2197447,493476559.8413325,2325978955.3660493,303883756.29128015,1256804.901333995,forecast
HKG,THA,2025,8563728842.144447,7745803848.971285,16309532691.115732,300831504.8840505,175759358.30654514,855600013.2946073,2071161354.7184663,611613885.1361843,4217993097.2124405,329846898.9766695,922729.6154843542,287123358.53194886,294094129.2575809,619380882.4274684,3854164901.047327,565961110.1791998,1860539115.2762115,264032084.1473075,508268.10424009734,forecast
HKG,THA,2026,9031850810.196486,7704250626.163283,16736101436.359768,255405775.21750855,194438567.08098322,902929925.7957261,2140912795.5234585,726481048.6494485,4491653152.132127,319655016.0840106,374529.71322316723,222848885.9529916,342476514.0359376,568456869.5225756,4217506976.3649855,636830019.5448607,1486868369.9476085,229066712.85732365,196277.93700043473,forecast
HKG,USA,2024,26428225912.922066,20965946736.931267,47394172649.85333,577105962.0545822,310342038.10314333,2546428045.5096526,5070100785.801464,1389698165.3030305,12180720867.594568,4293581324.385553,60248724.170074575,976416361.3833338,522978032.76487386,1593145935.9704094,6043627040.692795,336741123.0637304,6374208038.979698,3369984176.618501,1748846027.4579225,forecast
HKG,USA,2025,26809351201.784664,21114291429.491737,47923642631.2764,473990853.1808226,272682461.2274608,2301776315.4959564,4530340828.137836,1381793369.6115417,13073843695.416662,4727437560.396619,47486118.317765184,827005716.1773983,459936453.05660653,1576582079.835676,6286714615.791127,337686793.13230157,6064096233.930254,4176000911.730948,1386268625.8374255,forecast
HKG,USA,2026,27390129589.0376,21438105700.26576,48828235289.30336,387673570.4711813,238804107.00568238,2081652709.518519,4022819103.2488146,1368322765.3554008,14072638229.420555,5180937583.374589,37281520.64286108,695095861.3945073,403341937.2921826,1548687708.5445516,6412988907.667151,339463201.94899046,5775528515.214274,5197014287.667322,1065985280.5367783,forecast
HKG,VNM,2024,11555035712.11559,217231611850.99146,228786647563.10706,379910533.0196596,61782997.75618888,1129428767.0913897,356758808.57133377,393649229.3122785,9046537595.721308,182077700.47621414,4890080.167217344,576225333.1081951,301863041.9797378,790934744.9222225,1098251314.0777965,394663652.8111072,2032497293.3974664,143765135.59055963,211893411335.10437,forecast
