NTM_CODE,NTM_DESCRIPTION,COUNTRY_IMPOSING,IMPLEMENTATION_DATE,COUNTRY_AFFECTED,IS_UNILATERAL,REPEAL_DATE
A12,Geographical restrictions on eligibility,Japan,2021-04-28T00:00:00,United Kingdom [Valid From: 28 Apr 2021],False,9999-12-31T00:00:00
A11,Prohibitions for SPS reasons,Japan,2021-04-15T00:00:00,United Kingdom [Valid From: 15 Apr 2021],False,9999-12-31T00:00:00
A82,Testing requirement,Japan,2020-11-11T00:00:00,"Pakistan, India [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-11-11T00:00:00,"India, Pakistan [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-11-11T00:00:00,"Pakistan, India [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A82,Testing requirement,Japan,2020-11-11T00:00:00,"Uganda, China, Mozambique, Tanzania, Taiwan, Ecuador, Spain, Rwanda, Peru, Argentina, Democratic Republic of the Congo, Ethiopia, Mexico, United States, Brazil, Kenya, Thailand [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-11-11T00:00:00,"Brazil, United States, Kenya, Thailand, China, Tanzania, Ethiopia, Argentina, Democratic Republic of the Congo, Rwanda, Spain, Peru, Ecuador, Mexico, Taiwan, Mozambique, Uganda [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-11-11T00:00:00,"United States, Brazil, Spain, Kenya, Mozambique, Democratic Republic of the Congo, Taiwan, Argentina, Ethiopia, Uganda, Ecuador, Peru, Rwanda, Tanzania, Thailand, China, Mexico [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-11-11T00:00:00,"Sweden, Ethiopia, United Kingdom, Libya, Poland, Italy, Algeria, Belgium, Morocco [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A82,Testing requirement,Japan,2020-11-11T00:00:00,"Libya, Algeria, Belgium, Italy, Poland, Morocco, United Kingdom, Ethiopia, Sweden [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A82,Testing requirement,Japan,2020-11-11T00:00:00,"China, Türkiye, Israel, Netherlands, Greece, Mexico, Jordan, Italy [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-11-11T00:00:00,"China, Netherlands, Mexico, Türkiye, Israel, Jordan, Italy, Greece [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-11-11T00:00:00,"Jordan, Türkiye, Italy, Greece, Mexico, Israel, Netherlands, China [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-11-11T00:00:00,"Italy, Algeria, Tunisia, China, Bangladesh, Thailand, India, Seychelles, Indonesia, Sri Lanka, Morocco, Portugal, Greece, Philippines, Spain, Estonia, Iran, Taiwan, Pakistan [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A82,Testing requirement,Japan,2020-11-11T00:00:00,"China, South Korea [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-11-11T00:00:00,"China, South Korea [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-11-11T00:00:00,"China, South Korea [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2021-04-28T00:00:00,"South Sudan, Germany, Syria, Slovakia, Poland, Türkiye, Sudan, Austria, United Kingdom, Tunisia, Jordan, Egypt, Hungary, Lebanon, Ethiopia, China, Morocco, Iran, Libya, Italy [Valid From: 28 Apr 2021]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2021-04-28T00:00:00,"Belize, Costa Rica, Brazil, Colombia, Paraguay, Netherlands, Peru, Guyana, Trinidad and Tobago, Ecuador, Guatemala, Honduras, Guinea, El Salvador, Suriname, Nicaragua, Venezuela, Mexico, Panama, Bolivia [Valid From: 28 Apr 2021]",False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2021-04-28T00:00:00,"Brazil, China, Iran, Israel, United States, Mexico, Spain, Czech Republic [Valid From: 28 Apr 2021]",False,9999-12-31T00:00:00
A12,Geographical restrictions on eligibility,Japan,2021-04-28T00:00:00,"Togo, Zambia, Côte d'Ivoire, Mauritius, Madagascar, Sudan, Uganda, Gabon, Burkina Faso, Eswatini, Mozambique, Congo, Guinea-Bissau, Kenya, Benin, Comoros, Ethiopia, Nigeria, Burundi, South Africa, Equatorial Guinea, Cameroon, Rwanda, Senegal, Sierra Leone, Democratic Republic of the Congo, Guinea, Tanzania, Liberia, Botswana, Ghana, Mali, Central African Republic, France, Angola, Chad, Gambia [Valid From: 28 Apr 2021]",False,9999-12-31T00:00:00
A31,Labelling requirements,Japan,2020-10-01T00:00:00,World [Valid From: 01 Oct 2020],True,9999-12-31T00:00:00
A12,Geographical restrictions on eligibility,Japan,2020-11-02T00:00:00,Egypt [Valid From: 02 Nov 2020],False,9999-12-31T00:00:00
C2,Direct consignment requirement,Japan,2020-11-02T00:00:00,Egypt [Valid From: 02 Nov 2020],False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-11-02T00:00:00,Egypt [Valid From: 02 Nov 2020],False,9999-12-31T00:00:00
A32,Marking requirements,Japan,2020-11-02T00:00:00,Egypt [Valid From: 02 Nov 2020],False,9999-12-31T00:00:00
A33,Packaging requirements,Japan,2020-11-02T00:00:00,Egypt [Valid From: 02 Nov 2020],False,9999-12-31T00:00:00
A84,Inspection requirement,Japan,2020-11-02T00:00:00,Egypt [Valid From: 02 Nov 2020],False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-11-02T00:00:00,Egypt [Valid From: 02 Nov 2020],False,9999-12-31T00:00:00
A51,Cold/heat treatment,Japan,2020-11-02T00:00:00,Egypt [Valid From: 02 Nov 2020],False,9999-12-31T00:00:00
A852,Processing history,Japan,2020-06-01T00:00:00,World [Valid From: 01 Jun 2020],True,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-11-11T00:00:00,"Sweden, Poland, Ethiopia, United Kingdom, Libya, Morocco, Algeria, Italy, Belgium [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A82,Testing requirement,Japan,2020-11-11T00:00:00,"Tunisia, India, Thailand, Italy, Seychelles, Greece, Algeria, Sri Lanka, Pakistan, Spain, Indonesia, Bangladesh, China, Morocco, Taiwan, Portugal, Iran, Estonia, Philippines [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-11-11T00:00:00,"Portugal, Thailand, Iran, Estonia, Spain, Philippines, Pakistan, Seychelles, Indonesia, India, Morocco, Sri Lanka, Italy, China, Bangladesh, Algeria, Tunisia, Greece, Taiwan [Valid From: 11 Nov 2020]",False,9999-12-31T00:00:00
C2,Direct consignment requirement,Japan,2020-10-08T00:00:00,Israel [Valid From: 08 Oct 2020],False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-10-08T00:00:00,Israel [Valid From: 08 Oct 2020],False,9999-12-31T00:00:00
A32,Marking requirements,Japan,2020-10-08T00:00:00,Israel [Valid From: 08 Oct 2020],False,9999-12-31T00:00:00
A33,Packaging requirements,Japan,2020-10-08T00:00:00,Israel [Valid From: 08 Oct 2020],False,9999-12-31T00:00:00
A82,Testing requirement,Japan,2020-10-08T00:00:00,Israel [Valid From: 08 Oct 2020],False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-10-08T00:00:00,Israel [Valid From: 08 Oct 2020],False,9999-12-31T00:00:00
P33,"Licensing, permit or registration requirements to export",Japan,2020-04-05T00:00:00,Russia [Valid From: 05 Apr 2020],False,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Japan,2020-04-01T00:00:00,World [Valid From: 01 Apr 2020],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Japan,2020-04-01T00:00:00,World [Valid From: 01 Apr 2020],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Japan,2020-04-01T00:00:00,World [Valid From: 01 Apr 2020],True,9999-12-31T00:00:00
A84,Inspection requirement,Japan,2020-01-29T00:00:00,"Suriname, Guyana, Panama, Peru, Belize, Venezuela, El Salvador, Guatemala, Ecuador, Argentina, Nicaragua, Uruguay, Costa Rica, Bolivia, Colombia, Paraguay, Trinidad and Tobago, Brazil, France, Honduras [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A59,Treatments to eliminate plants and animal pests or disease-causing organisms in the final product n.e.s. or prohibition of treatment,Japan,2020-01-29T00:00:00,"Brazil, Nicaragua, Paraguay, Costa Rica, Colombia, Uruguay, France, Peru, Belize, Panama, Ecuador, Argentina, Guatemala, Honduras, El Salvador, Suriname, Venezuela, Trinidad and Tobago, Guyana, Bolivia [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-01-29T00:00:00,"Peru, Belize, Colombia, El Salvador, Costa Rica, Paraguay, France, Brazil, Guyana, Uruguay, Nicaragua, Ecuador, Panama, Trinidad and Tobago, Venezuela, Bolivia, Guatemala, Honduras, Argentina, Mexico, Suriname [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A84,Inspection requirement,Japan,2020-01-29T00:00:00,"Peru, Nicaragua, Ecuador, Panama, Costa Rica, Belize, France, Brazil, Colombia, Paraguay, Venezuela, Bolivia, Trinidad and Tobago, Guatemala, El Salvador, Honduras, Suriname, Uruguay, Guyana, Mexico, Argentina [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A59,Treatments to eliminate plants and animal pests or disease-causing organisms in the final product n.e.s. or prohibition of treatment,Japan,2020-01-29T00:00:00,"Guyana, Guatemala, Argentina, Honduras, Bolivia, Trinidad and Tobago, Mexico, Uruguay, Suriname, Belize, Peru, Venezuela, Panama, Brazil, Costa Rica, El Salvador, Nicaragua, Colombia, Paraguay, France, Ecuador [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-01-29T00:00:00,"Suriname, Mexico, Trinidad and Tobago, Uruguay, Brazil, Bolivia, Costa Rica, Colombia, Paraguay, France, El Salvador, Peru, Ecuador, Venezuela, Panama, Belize, Nicaragua, Guatemala, Argentina, Guyana, Honduras [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A82,Testing requirement,Japan,2020-01-29T00:00:00,"Croatia, Ukraine, Norway, France, Taiwan, Canada, Netherlands, Montenegro, Portugal, China, North Macedonia, Denmark, Poland, Azerbaijan, United States, Türkiye, Russia, Serbia, India, Hungary, Bosnia and Herzegovina, Switzerland, United Kingdom, Georgia, Israel, Slovenia, Argentina, Spain, Australia, Italy, Germany [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-01-29T00:00:00,"United States, Switzerland, Taiwan, Montenegro, Australia, Hungary, Canada, France, Portugal, Poland, North Macedonia, Azerbaijan, China, Bosnia and Herzegovina, Norway, Netherlands, Denmark, Spain, Germany, Croatia, Türkiye, Russia, Serbia, United Kingdom, Georgia, Israel, Slovenia, Argentina, India, Italy, Ukraine [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A12,Geographical restrictions on eligibility,Japan,2020-01-29T00:00:00,"Sierra Leone, Guinea-Bissau, Eswatini, Mauritania, Burundi, Botswana, Democratic Republic of the Congo, Rwanda, Niger, Equatorial Guinea, Namibia, Congo, Benin, Chad, Ghana, Côte d'Ivoire, South Africa, Liberia, Kenya, Central African Republic, Zambia, France, Ethiopia, Comoros, Madagascar, Gambia, Togo, Cameroon, Tanzania, Guinea, Gabon, Nigeria, Senegal, Mali, Sudan, Angola, Burkina Faso, Mozambique, Uganda [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
C9,"Other formalities, n.e.s.",Japan,2020-01-29T00:00:00,"India, Micronesia, French Polynesia, Bhutan, Philippines, Viet Nam, Myanmar, Thailand, Sri Lanka, Cambodia, Brunei Darussalam, Taiwan, Indonesia, Timor-Leste, Bangladesh, United States, Pakistan, Malaysia, China, Laos, Papua New Guinea, Singapore, Nepal [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Japan,2020-04-01T00:00:00,World [Valid From: 01 Apr 2020],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Japan,2020-04-01T00:00:00,World [Valid From: 01 Apr 2020],True,9999-12-31T00:00:00
A12,Geographical restrictions on eligibility,Japan,2020-01-29T00:00:00,"Côte d'Ivoire, South Africa, Sierra Leone, Equatorial Guinea, Liberia, Angola, Mozambique, Togo, Senegal, Guinea, Sudan, Eswatini, Ghana, Gabon, Kenya, Gambia, Zambia, Central African Republic, Rwanda, Guinea-Bissau, France, Botswana, Mauritania, Uganda, Mali, Nigeria, Congo, Madagascar, Ethiopia, Comoros, Cameroon, Niger, Chad, Tanzania, Benin, Democratic Republic of the Congo, Burkina Faso [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A12,Geographical restrictions on eligibility,Japan,2020-01-29T00:00:00,"Comoros, Niger, Equatorial Guinea, Congo, Botswana, Mauritania, Zambia, Ethiopia, Democratic Republic of the Congo, Guinea-Bissau, Rwanda, Sierra Leone, Ghana, Tanzania, South Africa, Benin, Mozambique, Gambia, France, Central African Republic, Angola, Nigeria, Mali, Eswatini, Guinea, Burkina Faso, Madagascar, Côte d'Ivoire, Togo, Liberia, Chad, Senegal, Gabon, Sudan, Uganda, Cameroon, Kenya [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
C9,"Other formalities, n.e.s.",Japan,2020-01-29T00:00:00,"Philippines, China, Bangladesh, Brunei Darussalam, Cambodia, Thailand, Micronesia, Nepal, French Polynesia, Taiwan, Indonesia, India, Singapore, Pakistan, Malaysia, Bhutan, Timor-Leste, Myanmar, Sri Lanka, Laos, United States, Papua New Guinea [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
C9,"Other formalities, n.e.s.",Japan,2020-01-29T00:00:00,"Brunei Darussalam, Laos, Cambodia, Timor-Leste, Singapore, Bangladesh, United States, Pakistan, Malaysia, Taiwan, India, China, Sri Lanka, Bhutan, Micronesia, Papua New Guinea, Myanmar, Nepal, Indonesia, Thailand, Viet Nam, French Polynesia, Philippines [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A12,Geographical restrictions on eligibility,Japan,2020-01-29T00:00:00,"Senegal, Mali, Togo, Mauritania, Niger, Uganda, Congo, Burkina Faso, Nigeria, Tanzania, Cameroon, Namibia, Zambia, Gabon, Guinea-Bissau, Central African Republic, Rwanda, Gambia, Comoros, France, Equatorial Guinea, Ghana, Guinea, Chad, Sierra Leone, Kenya, Sudan, Burundi, Eswatini, Mozambique, Angola, South Africa, Côte d'Ivoire, Liberia, Madagascar, Democratic Republic of the Congo, Benin, Ethiopia, Botswana [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B81,Product registration/approval requirement,Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B82,Testing requirement,Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B81,Product registration/approval requirement,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-01-29T00:00:00,"Panama, Suriname, Uruguay, Guyana, Paraguay, Brazil, Costa Rica, Nicaragua, Argentina, El Salvador, Belize, Trinidad and Tobago, Venezuela, Bolivia, Honduras, Ecuador, France, Peru, Colombia, Guatemala [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Japan,2020-01-29T00:00:00,"El Salvador, Colombia, Costa Rica, Trinidad and Tobago, Panama, Uruguay, Paraguay, Belize, France, Venezuela, Nicaragua, Brazil, Bolivia, Argentina, Suriname, Ecuador, Honduras, Guatemala, Peru, Guyana [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
A83,Certification requirement,Japan,2020-01-29T00:00:00,"Montenegro, Poland, Azerbaijan, United States, Portugal, Canada, North Macedonia, Denmark, France, Norway, Croatia, Ukraine, Switzerland, China, Bosnia and Herzegovina, Serbia, Slovenia, Italy, Taiwan, Netherlands, India, Hungary, Türkiye, Russia, United Kingdom, Georgia, Argentina, Spain, Israel, Australia, Germany [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
C9,"Other formalities, n.e.s.",Japan,2020-01-29T00:00:00,"China, Brunei Darussalam, Bangladesh, Taiwan, Pakistan, Malaysia, India, Timor-Leste, Papua New Guinea, Nepal, Sri Lanka, Philippines, French Polynesia, Singapore, Micronesia, Thailand, Viet Nam, Laos, United States, Cambodia, Myanmar, Indonesia, Bhutan [Valid From: 29 Jan 2020]",False,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B22,Restricted use of certain substances,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B81,Product registration/approval requirement,Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B82,Testing requirement,Kazakhstan,2021-12-31T00:00:00,World [Valid From: 31 Dec 2021],True,9999-12-31T00:00:00
B4,Production or post-production requirements,Kazakhstan,2021-01-01T00:00:00,World [Valid From: 01 Jan 2021],True,9999-12-31T00:00:00
P13,Production and post-production requirements to export,Kazakhstan,2021-01-01T00:00:00,World [Valid From: 01 Jan 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B42,TBT regulations on transport and storage,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B22,Restricted use of certain substances,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B82,Testing requirement,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B82,Testing requirement,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B81,Product registration/approval requirement,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kazakhstan,2021-01-01T00:00:00,World [Valid From: 01 Jan 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B42,TBT regulations on transport and storage,Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kazakhstan,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
P13,Production and post-production requirements to export,Kazakhstan,2021-01-01T00:00:00,World [Valid From: 01 Jan 2021],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kazakhstan,2021-01-01T00:00:00,World [Valid From: 01 Jan 2021],True,9999-12-31T00:00:00
F19,"Other administrative measures affecting the customs value, n.e.s.",Kingdom of Eswatini,2020-08-01T00:00:00,"Botswana, Eswatini, Lesotho, Namibia, South Africa [Valid From: 01 Aug 2020]",False,9999-12-31T00:00:00
E111,Licensing procedure with no specific ex ante criteria,Kenya,2020-12-23T00:00:00,World [Valid From: 23 Dec 2020],True,9999-12-31T00:00:00
P33,"Licensing, permit or registration requirements to export",Kenya,2020-12-23T00:00:00,World [Valid From: 23 Dec 2020],True,9999-12-31T00:00:00
B84,Inspection requirement,Kenya,2020-12-23T00:00:00,World [Valid From: 23 Dec 2020],True,9999-12-31T00:00:00
E113,Licensing linked with local production,Kenya,2020-12-23T00:00:00,World [Valid From: 23 Dec 2020],True,9999-12-31T00:00:00
A15,Authorization requirement for importers for SPS reasons,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
P12,Export registration requirements for technical reasons,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
C3,Requirement to pass through specified port of customs,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
P11,"Authorization or permit requirements to export, for technical reasons",Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
E1,Non-automatic import-licensing procedures other than authorizations covered under SPS and TBT chapters,Kingdom of Eswatini,2020-08-01T00:00:00,World [Valid From: 01 Aug 2020],True,9999-12-31T00:00:00
A83,Certification requirement,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
A14,Authorization requirement for SPS reasons for importing certain products,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
P11,"Authorization or permit requirements to export, for technical reasons",Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
B82,Testing requirement,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
A21,Tolerance limits for residues of or contamination by certain (non-microbiological) substances,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
A82,Testing requirement,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
A51,Cold/heat treatment,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
B4,Production or post-production requirements,Kazakhstan,2021-01-01T00:00:00,World [Valid From: 01 Jan 2021],True,9999-12-31T00:00:00
A11,Prohibitions for SPS reasons,Kuwait,2020-06-01T00:00:00,United States [Valid From: 01 Jun 2020],False,9999-12-31T00:00:00
A11,Prohibitions for SPS reasons,Kuwait,2020-06-01T00:00:00,United States [Valid From: 01 Jun 2020],False,9999-12-31T00:00:00
A11,Prohibitions for SPS reasons,Kuwait,2020-06-01T00:00:00,Libya [Valid From: 01 Jun 2020],False,9999-12-31T00:00:00
P31,Export prohibition,Kuwait,2020-03-01T00:00:00,World [Valid From: 01 Mar 2020],True,9999-12-31T00:00:00
B41,TBT regulations on production processes,Kuwait,2020-03-01T00:00:00,World [Valid From: 01 Mar 2020],True,9999-12-31T00:00:00
B42,TBT regulations on transport and storage,Kuwait,2020-03-01T00:00:00,World [Valid From: 01 Mar 2020],True,9999-12-31T00:00:00
B81,Product registration/approval requirement,Kuwait,2020-03-01T00:00:00,World [Valid From: 01 Mar 2020],True,9999-12-31T00:00:00
B84,Inspection requirement,Kuwait,2020-03-01T00:00:00,World [Valid From: 01 Mar 2020],True,9999-12-31T00:00:00
C9,"Other formalities, n.e.s.",Kuwait,2020-03-01T00:00:00,World [Valid From: 01 Mar 2020],True,9999-12-31T00:00:00
F12,Reference prices,Kuwait,2020-03-01T00:00:00,World [Valid From: 01 Mar 2020],True,9999-12-31T00:00:00
A62,Animal-raising or -catching processes,Kuwait,2020-03-01T00:00:00,World [Valid From: 01 Mar 2020],True,9999-12-31T00:00:00
E129,"Licensing for non-economic reasons, n.e.s.",Kuwait,2020-03-01T00:00:00,World [Valid From: 01 Mar 2020],True,9999-12-31T00:00:00
A31,Labelling requirements,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
B31,Labelling requirements,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
F65,Import licence fee,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
P43,Export charges/fees levied in connection to services provided,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
A42,Hygienic practices during production related to SPS,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
P43,Export charges/fees levied in connection to services provided,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
A33,Packaging requirements,Kingdom of Eswatini,2020-01-01T00:00:00,World [Valid From: 01 Jan 2020],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kyrgyz Republic,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B82,Testing requirement,Kyrgyz Republic,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Kyrgyz Republic,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
B31,Labelling requirements,Kyrgyz Republic,2021-06-02T00:00:00,World [Valid From: 02 Jun 2021],True,9999-12-31T00:00:00
