iso3a,iso3b,year,exportsallgoodatob_alldata,importsallgoodafromb_alldata,totaltradeawithb,totaltradeabgdpb,fbic,bandwidth,dependence,norm_lor_avg,tradeagreementindex,norm_allianceindex,securitybandwidth,securitydependence,maritime_connectivity
PHL,IDN,2008,626821760.0,2135755776.0,2762577408.0,0.49776846,0.026387507,0.2892611,0.053091507,1.0,14,0.18332878,0.02383274,0.0,0.3
PHL,IDN,2009,400394112.0,2526157312.0,2926551552.0,0.50398493,0.028443247,0.29236597,0.056619901,1.0,14,0.18332878,0.02383274,0.0,0.3
PHL,IDN,2010,462693696.0,3276165632.0,3738859520.0,0.60614848,0.029873643,0.29450023,0.059036318,1.0,14,0.18332878,0.02383274,0.0,0.3
PHL,IDN,2011,605858048.0,3699026688.0,4304884736.0,0.65735579,0.031737264,0.29757714,0.062070701,1.0,14,0.18332878,0.02383274,0.0,0.3
PHL,IDN,2012,822873280.0,3633480704.0,4456353792.0,0.64178443,0.032691583,0.30044433,0.063326962,1.0,14,0.18332878,0.02383274,0.0,0.3
PHL,IDN,2013,778711040.0,3702453760.0,4481164800.0,0.61138201,0.032901235,0.30188501,0.063428931,1.0,14,0.18332878,0.02383274,0.0,0.3
PHL,IDN,2014,720582848.0,3693440000.0,4414023168.0,0.57350779,0.03283583,0.30234355,0.063206837,1.0,14,0.18332878,0.02383274,0.0,0.3
PHL,IDN,2015,596860096.0,3725187840.0,4322048000.0,0.53544754,0.033145256,0.30277592,0.063711345,1.0,14,0.18332878,0.02383274,0.0,0.3
PHL,IDN,2016,556672000.0,4954620416.0,5511292416.0,0.65006155,0.042019911,0.35482758,0.068921462,1.0,14,0.18332878,0.18398616,0.0,0.3
PHL,IDN,2017,645913216.0,6097043968.0,6742957056.0,0.75696117,0.054437716,0.41508868,0.076326564,1.0,14,0.18332878,0.36696154,0.0,0.3
PHL,IDN,2018,779582464.0,6142864896.0,6922447360.0,0.73887885,0.066730708,0.47502613,0.081757009,1.0,14,0.18332878,0.54787171,0.0,0.3
PHL,IDN,2019,729534272.0,5949305856.0,6678839808.0,0.67880619,0.06846641,0.48210901,0.082651183,1.0,14,0.18332878,0.56420767,0.0,0.3
PHL,IDN,2020,402923776.0,5131877888.0,5534801920.0,0.57439345,0.065040208,0.47733563,0.079300299,0.875,14,0.18332878,0.55267829,0.0,0.3
PHL,IDN,2021,717886528.0,7141083136.0,7858969600.0,0.77721781,0.065021865,0.47354403,0.0799127,1.0,14,0.18332878,0.53734338,0.0,0.3
PHL,IDN,2022,521476032.0,8876739584.0,9398215680.0,0.88258487,0.066769734,0.46938896,0.08278726,1.0,14,0.18332878,0.51940584,0.0,0.3
PHL,IDN,2023,559512256.0,9039440896.0,8656406528.0,0.7810955,0.06968721,0.4652611,0.087171212,1.0,14,0.18332878,0.49776915,0.0,0.3
PHL,JPN,1999,6291472384.0,11856714752.0,18148186112.0,0.49890095,0.021732101,0.18930838,0.0668111,1.0,0,0.0,0.0,0.0,0.3
PHL,JPN,2000,7347363328.0,13436308480.0,20783673344.0,0.55597991,0.022471529,0.19078761,0.068548687,1.0,0,0.0,0.0,0.0,0.3
PHL,JPN,2001,6422739968.0,10398511104.0,16821251072.0,0.44825155,0.022662129,0.19142033,0.068901606,1.0,0,0.0,0.0,0.0,0.3
PHL,JPN,2002,6616613888.0,10571121664.0,17187735552.0,0.45782542,0.022366505,0.19116311,0.068094306,1.0,0,0.0,0.0,0.0,0.3
PHL,JPN,2003,7037021696.0,10993593344.0,18030614528.0,0.47301602,0.021961749,0.1931738,0.066166081,1.0,0,0.18332878,0.0079442468,0.0,0.3
PHL,JPN,2004,9500234752.0,11421756416.0,20921991168.0,0.5371266,0.022781104,0.19699061,0.06730479,1.0,0,0.18332878,0.015888494,0.0,0.3
PHL,JPN,2005,8283728384.0,10527117312.0,18810845184.0,0.47437,0.022660811,0.20027496,0.06585148,1.0,0,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2006,8670320640.0,10087549952.0,18757869568.0,0.46663004,0.023270402,0.21171422,0.06396915,1.0,4,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2007,7888480256.0,10237900800.0,18126381056.0,0.44432715,0.022918796,0.22205399,0.060068939,1.0,4,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2008,8015345664.0,10374079488.0,18389424128.0,0.45636266,0.025475373,0.25556001,0.058015544,1.0,12,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2009,6711230464.0,8645867520.0,15357096960.0,0.40411744,0.027004886,0.27717227,0.05670343,1.0,12,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2010,8062322688.0,11384130560.0,19446454272.0,0.4915832,0.029805511,0.3005937,0.057707652,1.0,12,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2011,8866494464.0,11234893824.0,20101388288.0,0.50801873,0.030555826,0.30248085,0.058791272,1.0,12,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2012,9683644416.0,11617405952.0,21301049344.0,0.53103626,0.031829864,0.3054651,0.060644288,1.0,12,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2013,11080543232.0,9390790656.0,20471334912.0,0.50032032,0.032221396,0.30692255,0.061098743,1.0,12,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2014,13222916096.0,9374971904.0,22597888000.0,0.55066174,0.033744339,0.30770683,0.063823484,1.0,12,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2015,11762137088.0,9011585024.0,20773722112.0,0.4984324,0.034692623,0.30807796,0.065538011,1.0,12,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2016,10973661184.0,9736694784.0,20710354944.0,0.49319384,0.035783041,0.3087711,0.06744618,1.0,12,0.18332878,0.02383274,0.0,0.3
PHL,JPN,2017,9411346432.0,10240018432.0,19651364864.0,0.46026409,0.036459628,0.32137951,0.066025361,1.0,12,0.18332878,0.06323044,0.0,0.3
PHL,JPN,2018,8527088128.0,10146731008.0,18673819648.0,0.43482935,0.037269048,0.34155962,0.063503623,1.0,12,0.18332878,0.12626958,0.0,0.3
PHL,JPN,2019,9393927168.0,9378616320.0,18772543488.0,0.43818152,0.038002051,0.36047772,0.06135435,1.0,12,0.18332878,0.18607576,0.0,0.3
PHL,JPN,2020,8611897344.0,7639858176.0,16251755520.0,0.3972455,0.037633479,0.36571181,0.059889697,1.0,12,0.18332878,0.20293072,0.0,0.3
PHL,JPN,2021,8899512320.0,9204913152.0,18104424448.0,0.42757082,0.037300747,0.36234322,0.059912041,1.0,12,0.18332878,0.19219947,0.0,0.3
PHL,JPN,2022,8622589952.0,9352967168.0,17975558144.0,0.42020544,0.038167037,0.3751837,0.059205383,1.0,12,0.18332878,0.23357169,0.0,0.3
PHL,JPN,2023,7799794688.0,7577795072.0,15378086912.0,0.35432187,0.039289687,0.39392719,0.058046941,1.0,12,0.18332878,0.29681632,0.0,0.3
PHL,KOR,1999,1392526848.0,4223340032.0,5615866880.0,0.81773555,0.039522048,0.31644261,0.072687745,1.0,1,0.0,0.43503377,0.0,0.4
PHL,KOR,2000,1536010368.0,4401303040.0,5937313280.0,0.79271573,0.041774359,0.32100511,0.075738132,1.0,1,0.0,0.44207919,0.0,0.4
PHL,KOR,2001,1326352640.0,3219937024.0,4546289664.0,0.57890302,0.039026868,0.31609586,0.071855761,1.0,1,0.0,0.42556125,0.0,0.4
PHL,KOR,2002,1673484672.0,3687547392.0,5361032192.0,0.63369507,0.036202896,0.30972895,0.06802652,1.0,1,0.0,0.40597209,0.0,0.4
PHL,KOR,2003,1602512512.0,3629512192.0,5232024576.0,0.59957564,0.033200484,0.30174571,0.064035386,1.0,1,0.0,0.38185573,0.0,0.4
PHL,KOR,2004,1324422272.0,4021243648.0,5345666048.0,0.58233261,0.031740729,0.29616883,0.062372658,1.0,1,0.18332878,0.36071897,0.0,0.4
PHL,KOR,2005,1599734400.0,3702671104.0,5302405632.0,0.55376214,0.028646056,0.28767383,0.057953704,1.0,1,0.18332878,0.33263749,0.0,0.4
PHL,KOR,2006,1576525184.0,4402179072.0,5978704384.0,0.59316522,0.02959194,0.30858624,0.055810206,1.0,9,0.18332878,0.32495853,0.0,0.4
PHL,KOR,2007,1926431616.0,4773960704.0,6700392448.0,0.62832725,0.031467788,0.32766327,0.055892713,1.0,9,0.18332878,0.31078207,0.0,0.4
PHL,KOR,2008,2623417088.0,5216905216.0,7840322048.0,0.71371728,0.034887619,0.3475644,0.058418818,1.0,9,0.18332878,0.29759499,0.0,0.4
PHL,KOR,2009,1955455360.0,4795641856.0,6751097344.0,0.60972852,0.034701288,0.34042835,0.059324842,1.0,9,0.18332878,0.27395356,0.0,0.4
PHL,KOR,2010,2295027200.0,6013122048.0,8308149248.0,0.70254993,0.034872312,0.33446562,0.060680054,0.875,9,0.18332878,0.25554401,0.0,0.4
PHL,KOR,2011,2196404992.0,7342951424.0,9539356672.0,0.77798486,0.035158664,0.33227435,0.061581787,0.875,9,0.18332878,0.245492,0.0,0.4
PHL,KOR,2012,2804767744.0,8046499840.0,10851267584.0,0.86422002,0.037215762,0.33081678,0.065472074,1.0,9,0.18332878,0.22911203,0.0,0.4
PHL,KOR,2013,3031896832.0,8519924224.0,11551820800.0,0.89179021,0.039045971,0.32891834,0.069088355,1.0,9,0.18332878,0.20971799,0.0,0.4
PHL,KOR,2014,2405787904.0,9530864640.0,11936652288.0,0.89290482,0.040152591,0.32415679,0.072090022,1.0,9,0.18332878,0.18590033,0.0,0.4
PHL,KOR,2015,2385983744.0,7902028800.0,10288012288.0,0.74855292,0.042183619,0.34495974,0.071169212,1.0,9,0.18332878,0.25139195,0.0,0.4
PHL,KOR,2016,1969338624.0,6875180544.0,8844519424.0,0.62510145,0.043369249,0.37453914,0.067390926,1.0,9,0.18332878,0.34745142,0.0,0.4
PHL,KOR,2017,2337160192.0,9492592640.0,11829752832.0,0.81047863,0.048305988,0.42048052,0.06686084,1.0,9,0.18332878,0.49106646,0.0,0.4
PHL,KOR,2018,2288050688.0,10842318848.0,13130369024.0,0.87417501,0.052606352,0.44026434,0.069541074,1.0,9,0.18332878,0.5477137,0.0,0.4
PHL,KOR,2019,2851930112.0,7366904320.0,10218833920.0,0.66540194,0.054612998,0.45068175,0.070524946,1.0,9,0.18332878,0.57699639,0.0,0.4
PHL,KOR,2020,2195150848.0,6198100992.0,8393251840.0,0.55122364,0.051338393,0.45488423,0.065683775,0.875,9,0.18332878,0.59754205,0.0,0.4
PHL,KOR,2021,2136325888.0,8017029632.0,10153355264.0,0.63183641,0.048389032,0.46614158,0.060415145,1.0,9,0.18332878,0.63680732,0.0,0.4
PHL,KOR,2022,2273687808.0,9475680256.0,11749367808.0,0.71289957,0.050240926,0.47947735,0.060982648,1.0,9,0.18332878,0.67708516,0.0,0.4
PHL,KOR,2023,2602867712.0,6745082368.0,9241940992.0,0.55718189,0.050652217,0.48251536,0.061094768,1.0,9,0.18332878,0.68352497,0.0,0.4
PHL,MYS,1999,1997035008.0,1751052032.0,3748087040.0,2.9347661,0.047090452,0.22525333,0.12166856,1.0,6,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2000,1804342400.0,2261936384.0,4066278656.0,2.9248109,0.051239401,0.22825764,0.1306458,1.0,6,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2001,1411801088.0,1635128448.0,3046929408.0,2.1803155,0.049678493,0.22830285,0.12664084,1.0,6,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2002,2065764224.0,1668535424.0,3734299648.0,2.5355051,0.048459254,0.22822313,0.1235759,1.0,6,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2003,3004341504.0,1752746624.0,4757088256.0,3.0532045,0.049258038,0.22772457,0.12588789,0.875,6,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2004,2463113216.0,2305577728.0,4768690688.0,2.8662353,0.057109255,0.25300688,0.1313684,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2005,2825725952.0,2270312704.0,5096038912.0,2.9079366,0.063767277,0.27767164,0.13365434,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2006,2929393152.0,2434201600.0,5363594752.0,2.8987215,0.068057887,0.30229494,0.13102806,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2007,2707239936.0,2752294912.0,5459534848.0,2.7757313,0.067342281,0.3024537,0.12958229,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2008,2035932288.0,3048942080.0,5084874240.0,2.4660842,0.064724475,0.30173048,0.12484355,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2009,1426023552.0,2079779712.0,3505803264.0,1.7263947,0.058985483,0.29948497,0.11462698,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2010,1438391040.0,3199163136.0,4637554176.0,2.1258633,0.055513874,0.29908592,0.10802451,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2011,1098988416.0,3580773376.0,4679761920.0,2.0373597,0.053232722,0.29977715,0.10334677,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2012,997737408.0,3328576000.0,4326313472.0,1.7857444,0.053326711,0.30173016,0.10285912,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2013,1257773568.0,2877654528.0,4135428096.0,1.6304235,0.050450869,0.30179489,0.097291186,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2014,1102967936.0,3504637952.0,4607605760.0,1.7136463,0.049010947,0.30198428,0.094455115,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2015,1138759680.0,3200627200.0,4339386880.0,1.5357016,0.048572935,0.30249816,0.093451947,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2016,1118089984.0,3094612480.0,4212702208.0,1.4273568,0.04883834,0.30333522,0.093703277,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2017,1466861312.0,3554918400.0,5021779456.0,1.6080173,0.049363647,0.30458111,0.094323739,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2018,1736641024.0,3770263552.0,5506904576.0,1.6819047,0.050547309,0.30521455,0.096385017,0.875,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2019,1606241280.0,3860879104.0,5467120128.0,1.5987775,0.051959369,0.30747417,0.098349459,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2020,1545529600.0,3646054912.0,5191584768.0,1.6090643,0.052336454,0.30888972,0.098609231,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2021,1570309248.0,4527420928.0,6097730048.0,1.8099506,0.053305883,0.31127736,0.099665381,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2022,1934513024.0,4934400512.0,6868913664.0,1.8757715,0.054611284,0.31229085,0.10177471,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,MYS,2023,1627896576.0,4331720192.0,5897389056.0,1.5640298,0.054181468,0.3119899,0.10107109,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,NLD,1999,3867222272.0,370116800.0,4237339136.0,0.73082417,0.01473239,0.16526617,0.051880717,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2000,3907018752.0,436744320.0,4343762944.0,0.71901208,0.016313275,0.16825151,0.056428552,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2001,3780073728.0,362418176.0,4142491904.0,0.67010373,0.016708033,0.16938519,0.057407234,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2002,3818631168.0,267109984.0,4085741312.0,0.65949011,0.016337983,0.16924365,0.05618272,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2003,3564490752.0,357915200.0,3922405888.0,0.63214219,0.015622037,0.16896266,0.053810082,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2004,4263710720.0,523820576.0,4787531264.0,0.75655073,0.015728619,0.16995431,0.053861085,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2005,4636570624.0,458626912.0,5095197696.0,0.78898871,0.016068066,0.17134586,0.054576628,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2006,5323474944.0,461232992.0,5784708096.0,0.8657937,0.0171338,0.1730445,0.057625223,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2007,4481484288.0,486662048.0,4968145920.0,0.71654516,0.016589219,0.17290257,0.055839464,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2008,3856708864.0,477517728.0,4334226432.0,0.61183697,0.015203204,0.17165966,0.051544648,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2009,3897928448.0,406925216.0,4304853504.0,0.63082278,0.013773965,0.1701023,0.047126535,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2010,2501744640.0,409301760.0,2911046400.0,0.42092538,0.011910933,0.16791692,0.041282695,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2011,1744779136.0,425412704.0,2170191872.0,0.30900756,0.010009619,0.16610079,0.035072166,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2012,1519962496.0,422404736.0,1942367232.0,0.27944776,0.0074485918,0.16376232,0.026471401,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2013,1641469440.0,501370656.0,2142840064.0,0.30869159,0.0066384654,0.1634994,0.023630247,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2014,1797699200.0,545430336.0,2343129600.0,0.33280745,0.0067905723,0.16264153,0.024299182,0.875,0,0.0,0.0,0.0,0.3
PHL,NLD,2015,1683391232.0,485059264.0,2168450560.0,0.30207849,0.0071149212,0.16362149,0.025307339,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2016,1612701184.0,570030464.0,2182731520.0,0.2975466,0.0072335019,0.16432033,0.025619699,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2017,2269675520.0,567796736.0,2837472256.0,0.3758592,0.0077881934,0.16758099,0.027047597,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2018,2232629760.0,615012096.0,2847641856.0,0.36850587,0.0082820682,0.16982786,0.028382234,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2019,1994126336.0,616274944.0,2610401280.0,0.33132607,0.0085403342,0.17135181,0.029007006,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2020,1652189184.0,574823168.0,2227012352.0,0.29382566,0.0079756463,0.17112374,0.027125161,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2021,1870565504.0,668946624.0,2539512064.0,0.31604445,0.0075886431,0.17079081,0.025859276,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2022,2597425664.0,692528192.0,3289953792.0,0.39188787,0.00798837,0.17194812,0.027038179,1.0,0,0.0,0.0,0.0,0.3
PHL,NLD,2023,2308228352.0,626632512.0,2958687232.0,0.35136378,0.0083751073,0.17237735,0.028276579,1.0,0,0.0,0.0,0.0,0.3
PHL,SGP,1999,3330071552.0,3822062592.0,7152134144.0,5.9181151,0.068572387,0.23314978,0.17117131,1.0,6,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2000,4092735488.0,4436727808.0,8529463296.0,6.4727821,0.071468778,0.23512618,0.17690174,1.0,6,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2001,2930549248.0,3918289920.0,6848839168.0,5.2536626,0.072155185,0.2359478,0.17797881,1.0,6,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2002,3089681152.0,3798805248.0,6888486400.0,5.084578,0.070753582,0.23564008,0.17474952,1.0,6,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2003,2965903104.0,3947829760.0,6913732608.0,4.8812222,0.067538403,0.23480675,0.16740057,1.0,6,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2004,3130302208.0,4660100096.0,7790402048.0,5.0028825,0.079797409,0.28197986,0.16469765,1.0,14,0.18332878,0.098404281,0.0,0.4
PHL,SGP,2005,3111808000.0,4813040128.0,7924848128.0,4.7400384,0.090666361,0.32814738,0.16080293,1.0,14,0.18332878,0.16969211,0.0,0.4
PHL,SGP,2006,3862754304.0,5689116160.0,9551870976.0,5.241158,0.1033808,0.37342468,0.16112153,1.0,14,0.18332878,0.23736493,0.0,0.4
PHL,SGP,2007,3389789440.0,6620932608.0,10010721280.0,5.038384,0.10236017,0.37094077,0.16059911,1.0,14,0.18332878,0.22644556,0.0,0.4
PHL,SGP,2008,2710926080.0,7589146112.0,10300071936.0,5.0891714,0.10207529,0.36795107,0.16145343,1.0,14,0.18332878,0.21428083,0.0,0.4
PHL,SGP,2009,2747117312.0,5319293952.0,8066411008.0,3.9804504,0.097023487,0.36286262,0.15561497,1.0,14,0.18332878,0.20054622,0.0,0.4
PHL,SGP,2010,7551161344.0,7389481472.0,14940643328.0,6.4378438,0.10124423,0.36000502,0.16367353,1.0,14,0.18332878,0.18476897,0.0,0.4
PHL,SGP,2011,4277729024.0,6772239872.0,11049968640.0,4.4827771,0.098311312,0.35537916,0.16100088,1.0,14,0.18332878,0.16621947,0.0,0.4
PHL,SGP,2012,4763341824.0,6210448384.0,10973790208.0,4.2628026,0.09741322,0.35058406,0.16171208,1.0,14,0.18332878,0.14367673,0.0,0.4
PHL,SGP,2013,3893835008.0,6525936128.0,10419771392.0,3.861553,0.085926659,0.34052166,0.14685878,1.0,14,0.18332878,0.11483084,0.0,0.4
PHL,SGP,2014,4231222272.0,6523785216.0,10755007488.0,3.8348618,0.08105737,0.32808656,0.1437874,1.0,14,0.18332878,0.074257255,0.0,0.4
PHL,SGP,2015,3467039488.0,6096070144.0,9563109376.0,3.3113084,0.076359108,0.31821725,0.13965414,1.0,14,0.18332878,0.042861778,0.0,0.4
PHL,SGP,2016,3478555136.0,6142484480.0,9621040128.0,3.2167966,0.074085094,0.31258386,0.13793708,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2017,3558926848.0,6683925504.0,10242851840.0,3.2721672,0.073086105,0.3130677,0.13586678,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2018,3810970624.0,7184811008.0,10995781632.0,3.3886292,0.073867463,0.31470585,0.13660453,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2019,3371976704.0,7506992128.0,10878968832.0,3.3162923,0.074624904,0.31652775,0.13721092,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2020,3169985280.0,5132975104.0,8302960640.0,2.6404302,0.07286761,0.31719205,0.13369924,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2021,3481669888.0,7608494080.0,11090163712.0,3.1905115,0.072395854,0.31796086,0.13251247,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2022,4080082176.0,8357508608.0,12437591040.0,3.4522445,0.072791845,0.31863949,0.13295352,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,SGP,2023,2634476288.0,7521360384.0,10050113536.0,2.7615147,0.072878517,0.31864032,0.13311148,1.0,14,0.18332878,0.02383274,0.0,0.4
PHL,CHE,1999,60357076.0,259200000.0,319557088.0,0.066642389,0.0021636731,0.13692991,0.0091962349,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2000,68266832.0,218011600.0,286278432.0,0.057419043,0.0020384931,0.13702491,0.0086581763,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2001,52163336.0,180814912.0,232978240.0,0.046003662,0.0019197621,0.13644862,0.0081883231,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2002,41250792.0,190162272.0,231413072.0,0.045697059,0.0016990233,0.13559811,0.0072922646,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2003,34253044.0,188850256.0,223103296.0,0.044076778,0.0015187672,0.13527763,0.0065340423,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2004,34323036.0,208019456.0,242342480.0,0.046563927,0.001466609,0.13642332,0.0062566586,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2005,33956336.0,194902304.0,228858640.0,0.042741079,0.0013738649,0.13672104,0.0058482429,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2006,40345320.0,194069664.0,234414976.0,0.042088889,0.0013128021,0.13682425,0.0055840965,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2007,44470356.0,231964160.0,276434528.0,0.047726423,0.0012896551,0.13713293,0.0054732915,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2008,49535788.0,266977088.0,316512896.0,0.053180583,0.0013537309,0.13817352,0.005701961,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2009,53560908.0,236159472.0,289720384.0,0.049712721,0.001426055,0.13901973,0.0059700306,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2010,106608000.0,294020512.0,400628512.0,0.066567741,0.0016113966,0.14109804,0.0066465791,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2011,271931840.0,299548416.0,571480256.0,0.093167007,0.0019828791,0.14533384,0.0079404702,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2012,383633600.0,344388576.0,728022144.0,0.11726029,0.0025811647,0.15107729,0.0099433623,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2013,285306240.0,378053632.0,663359872.0,0.1049338,0.0028837414,0.1546497,0.010852354,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2014,235459952.0,345969216.0,581429184.0,0.089776956,0.0028658086,0.1549712,0.010762493,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2015,262398384.0,307284128.0,569682496.0,0.086528629,0.0026421889,0.15429206,0.0099663706,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2016,390682848.0,349857504.0,740540352.0,0.11022582,0.0028137658,0.15542595,0.010536131,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2017,340467264.0,300910240.0,641377536.0,0.093976609,0.0029174364,0.15676942,0.010830706,1.0,0,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2018,327998464.0,314149344.0,642147840.0,0.091422774,0.0034434949,0.18109028,0.011066773,1.0,8,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2019,376225760.0,290989056.0,667214848.0,0.093854934,0.0037106387,0.20406076,0.010582929,1.0,8,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2020,387788896.0,252333456.0,640122368.0,0.092251383,0.0041226791,0.22777291,0.010534022,1.0,8,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2021,441923488.0,279623200.0,721546688.0,0.10004136,0.0041957921,0.22706099,0.010754449,0.875,8,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2022,375390848.0,276009824.0,651400640.0,0.088493355,0.004051521,0.22557503,0.010453068,0.875,8,0.18332878,0.02383274,0.0,0.0
PHL,CHE,2023,419999008.0,277062144.0,688184896.0,0.091972157,0.0040410883,0.22500244,0.010452685,1.0,8,0.18332878,0.02383274,0.0,0.0
PHL,THA,1999,1136313984.0,1252894336.0,2389208320.0,1.2018675,0.032390974,0.21990961,0.085722841,1.0,6,0.18332878,0.02383274,0.0,0.3
PHL,THA,2000,1580486144.0,1417315200.0,2997801472.0,1.443691,0.035120636,0.22213252,0.092016764,1.0,6,0.18332878,0.02383274,0.0,0.3
PHL,THA,2001,1724610688.0,1468035456.0,3192646144.0,1.4863349,0.038360294,0.22471279,0.099350683,1.0,6,0.18332878,0.02383274,0.0,0.3
PHL,THA,2002,1354299776.0,1592831232.0,2947130880.0,1.2925521,0.039072011,0.22563946,0.10077839,1.0,6,0.18332878,0.02383274,0.0,0.3
PHL,THA,2003,1505420416.0,1979117184.0,3484537600.0,1.425753,0.043422371,0.25000155,0.1010852,1.0,6,0.18332878,0.098404281,0.0,0.3
